group_id,group_name,member_id
339011,Nashville Hiking Meetup,198899767
1102353,Nashville Backpacker Meetup,198899767
3173762,Nashville Java Users' Group,198899767
4126912,Nashville Online Entrepreneurs,198899767
6190702,Fun Happenings Social Group-Nashvilles Most Fun Social Group,198899767
6335372,Nashville soccer,198899767
6707902,Data Science Nashville,198899767
7130232,Nashville Software Beginners,198899767
7138452,"Nashville Conda, R, Julia Users Group",198899767
11131552,Hiking Club of Nashville and Suburbs,198899767
11625832,PyNash,198899767
11862932,Nashville Linux Users Group,198899767
14546632,Nashville Machine Learning Meetup,198899767
14649032,Nashville Game Developers,198899767
16487812,Code for Nashville,198899767
17467312,NashMicro - The Nashville Microcontroller Makers Group,198899767
18314164,NashBI,198899767
18494105,The Iron Yard - Nashville,198899767
18506072,20s in Nashville,198899767
18562307,Nashville Young Professionals Meetup,198899767
18589616,Agile Nashville User Group,198899767
18779992,Nashville API Developers,198899767
18801828,"SCORE Nashville Events, Networking and Workshops",198899767
18855476,Savvy Coders - Nashville,198899767
18882523,Nashville Electronic Music & Synthesizer Meetup,198899767
18955830,Eat Love Nash,198899767
19108156,Nashville Startup Founder 101,198899767
19256403,Nashville Startup: Idea to IPO,198899767
535553,Nash.rb,11832553
1433893,NashvilleTech,11832553
6707902,Data Science Nashville,11832553
7836842,Nashville UX,11832553
10016242,NashJS,11832553
11625832,PyNash,11832553
14546632,Nashville Machine Learning Meetup,11832553
16447162,Nash |> Elixir,11832553
16487812,Code for Nashville,11832553
17467312,NashMicro - The Nashville Microcontroller Makers Group,11832553
18361585,Make Nashville Meetup,11832553
18616278,Franklin Developer Lunch & Learn,11832553
20135961,20s/30s Nashville Online Dating Rebellion!,11832553
20183834,DenverFP,11832553
21837219,All Things Angular,11832553
22222974,#Resist: Nashville,11832553
24277119,Coed Social (late 20's & 30's),11832553
11625832,PyNash,225912929
127119,PyAtl: Atlanta Python Programmers,15378171
288361,ChicagoRuby,15378171
546809,Chattanooga PHP Developers,15378171
1556336,Meetup API Testing Sandbox,15378171
1643403,Chattanooga Apple Developers Group,15378171
3779552,Atlanta Big Data User Group,15378171
3880172,The Disqus Meetup Group,15378171
4093012,San Francisco Agile Marketing,15378171
5078562,Atlanta Startup Village,15378171
5583752,OpenHack Chicago,15378171
10016242,NashJS,15378171
10078032,Chattanooga Python User Group,15378171
11185172,Chadev aka Chattanooga Developer Lunch,15378171
11625832,PyNash,15378171
13784282,Chattanooga Entrepreneur Mornings: 1 Million Cups,15378171
16513872,Carbon Five Chattanooga Hack Nights,15378171
18359146,Data Science Chattanooga,15378171
18397691,ChaDevOps,15378171
18626596,CHA Art/Dev,15378171
19886779,Papers We Love Chattanooga,15378171
19913409,Startup Grind Chattanooga,15378171
20125144,Chattanooga Coffee Crawl,15378171
24816187,Compute,15378171
7887332,Nashville IT Security Meetup,187613627
11625832,PyNash,187613627
16487812,Code for Nashville,187613627
18494105,The Iron Yard - Nashville,187613627
20135762,Nashville Kubernetes Meetup,187613627
10178242,Nashville Mobile Developers,137240422
11625832,PyNash,137240422
16447162,Nash |> Elixir,137240422
11625832,PyNash,225859679
22817838,freeCodeCamp Nashville,225859679
7130232,Nashville Software Beginners,232611661
11625832,PyNash,232611661
16477792,Nashville .NET User Group,232611661
18529135,Franklin AM - Networking,232611661
18616278,Franklin Developer Lunch & Learn,232611661
19997487,Developer Launchpad Nashville,232611661
21148651,Nash SQL,232611661
339011,Nashville Hiking Meetup,34817302
405938,MTRAS ~ MidTn Robotic Arts Society,34817302
1671273,Skeleton Cru,34817302
1763190,Nashville Tennis Meetup,34817302
10178242,Nashville Mobile Developers,34817302
11184352,Nashville Bitcoin Meetup,34817302
11625832,PyNash,34817302
15297782,Nashville Product Meetup,34817302
17467312,NashMicro - The Nashville Microcontroller Makers Group,34817302
17872862,Nashville Amazon Web Services User Group,34817302
18361585,Make Nashville Meetup,34817302
19292162,Nashville CocoaHeads,34817302
119837,Orange County Philosophy Discussion Group,216743295
211512,Nashville Atheists,216743295
300848,GOT-OC! (Get Out There Orange County),216743295
1492788,#NAME?,216743295
1617152,OC Good Life,216743295
6859622,Project Happiness: Nashville Shyness & Social Anxiety Group,216743295
11625832,PyNash,216743295
15552112,Intellectual Society of Greater Nashville,216743295
16487812,Code for Nashville,216743295
18494105,The Iron Yard - Nashville,216743295
18506072,20s in Nashville,216743295
18747510,Code and Coffee OC,216743295
19459402,East Nashville Social (For Millenials),216743295
19713173,Transplant Nashville,216743295
22817838,freeCodeCamp Nashville,216743295
23018207,Nashville Philosophy Meetup,216743295
11625832,PyNash,193050180
11862932,Nashville Linux Users Group,193050180
16487812,Code for Nashville,193050180
17872862,Nashville Amazon Web Services User Group,193050180
18494105,The Iron Yard - Nashville,193050180
19997487,Developer Launchpad Nashville,193050180
23353167,Nashville Docker Meetup,193050180
10016242,NashJS,196320644
11625832,PyNash,196320644
1360698,Nashville PHP User Group,231157684
7836842,Nashville UX,231157684
10016242,NashJS,231157684
11625832,PyNash,231157684
16487812,Code for Nashville,231157684
21837219,All Things Angular,231157684
1102353,Nashville Backpacker Meetup,222934157
1240194,Nashville Rock Climbing MeetUP,222934157
6707902,Data Science Nashville,222934157
11625832,PyNash,222934157
13560402,Nashville Modern Excel & Power BI User Group,222934157
14546632,Nashville Machine Learning Meetup,222934157
18314164,NashBI,222934157
18506072,20s in Nashville,222934157
19249559,Climb Nashville Meetup,222934157
20488570,Splunk> Nashville,222934157
22197221,Team Green Adventures,222934157
23456513,California Relocation Club,222934157
26159186,Los Angeles to Nasville transplants,222934157
405938,MTRAS ~ MidTn Robotic Arts Society,135819732
6707902,Data Science Nashville,135819732
10016242,NashJS,135819732
10178242,Nashville Mobile Developers,135819732
11625832,PyNash,135819732
17467312,NashMicro - The Nashville Microcontroller Makers Group,135819732
18483128,Young African Professionals of Nashville,135819732
19194894,Nashville Christian Technologists and Entrepreneurs,135819732
23398017,Nashville Artificial Intelligence Society,135819732
24906881,Brentwood Artificial Intelligence Meetup,135819732
1334499,Nashville 20/30 ish somethings,208414771
1694517,Girls Night Out Club!,208414771
1770788,CNL,208414771
3173762,Nashville Java Users' Group,208414771
9376702,Nashville Women Programmers,208414771
11625832,PyNash,208414771
16067522,Urban League Young Professionals of Middle Tennessee,208414771
16487812,Code for Nashville,208414771
17467312,NashMicro - The Nashville Microcontroller Makers Group,208414771
18955830,Eat Love Nash,208414771
19030621,"Lesbians in the Workplace, Nashville",208414771
19108156,Nashville Startup Founder 101,208414771
19740004,Takeover Nashville,208414771
19997487,Developer Launchpad Nashville,208414771
20267150,Girl Gone International Nashville,208414771
20571755,Nashville Bisexual Femme Meetup,208414771
21174496,20's & 30's Women looking for girlfriends,208414771
535553,Nash.rb,206481851
1358081,Nashville Online Business Strategy Meetup,206481851
1433893,NashvilleTech,206481851
1492619,Women's  Business Network,206481851
1671273,Skeleton Cru,206481851
1728035,WordPress Nashville,206481851
1787157,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",206481851
2237681,Sahaja Yoga Meditation - Nashville,206481851
6641192,Nashville Shambhala Meditation Group,206481851
7130232,Nashville Software Beginners,206481851
7836842,Nashville UX,206481851
9376702,Nashville Women Programmers,206481851
10016242,NashJS,206481851
10178242,Nashville Mobile Developers,206481851
11625832,PyNash,206481851
11862932,Nashville Linux Users Group,206481851
16354782,Meteor Nashville,206481851
16447162,Nash |> Elixir,206481851
16487812,Code for Nashville,206481851
16607822,Nashville Virtual Reality Meetup,206481851
18314164,NashBI,206481851
18414590,Women 'n' Wine of Nashville,206481851
18483128,Young African Professionals of Nashville,206481851
18494105,The Iron Yard - Nashville,206481851
18506072,20s in Nashville,206481851
18589616,Agile Nashville User Group,206481851
18616278,Franklin Developer Lunch & Learn,206481851
18779992,Nashville API Developers,206481851
18823274,Padmasambhava Buddhist Center - Nashville,206481851
18855476,Savvy Coders - Nashville,206481851
19030621,"Lesbians in the Workplace, Nashville",206481851
19108156,Nashville Startup Founder 101,206481851
19275797,Mindful Cyborgs Meditation,206481851
19556549,Inner Engineering Nashville (Isha Yoga & Meditation Classes),206481851
19621176,Fabulous to Fit,206481851
19654655,Nashville Music Programmers,206481851
19740004,Takeover Nashville,206481851
19822479,Nashville Entrepreneurs Network,206481851
19997487,Developer Launchpad Nashville,206481851
20025834,Nashville Social Media Enthusiasts,206481851
20065975,TwitchNashville,206481851
20164592,Kong/NASHVILLE,206481851
20186791,Free & Cheap Events,206481851
21148651,Nash SQL,206481851
21533726,State & Local Government Developers Network,206481851
7130232,Nashville Software Beginners,236437985
9376702,Nashville Women Programmers,236437985
10016242,NashJS,236437985
11625832,PyNash,236437985
16487812,Code for Nashville,236437985
18850080,NashReact,236437985
19997487,Developer Launchpad Nashville,236437985
24589748,Coder Dojo,236437985
168014,The Nashville Writers Meetup,133174012
535553,Nash.rb,133174012
1571167,Nashville Celtic Meetup Group,133174012
7130232,Nashville Software Beginners,133174012
11184352,Nashville Bitcoin Meetup,133174012
11625832,PyNash,133174012
12765472,Nashville Improv & Comedy Meetup,133174012
351080,Paranormal Society,9925060
1187715,What the Pho!,9925060
1334499,Nashville 20/30 ish somethings,9925060
6707902,Data Science Nashville,9925060
7138452,"Nashville Conda, R, Julia Users Group",9925060
7836842,Nashville UX,9925060
8771812,The Nashville Microsoft Azure Users Group,9925060
10016242,NashJS,9925060
10178242,Nashville Mobile Developers,9925060
10882202,Nashville MongoDB User Group,9925060
11625832,PyNash,9925060
14546632,Nashville Machine Learning Meetup,9925060
16477792,Nashville .NET User Group,9925060
17894222,Nashville Hadoop Users Group,9925060
19277993,Nashville DevOps Meetup,9925060
23398017,Nashville Artificial Intelligence Society,9925060
3214422,The SF Edtech Meetup by EdSurge,174027432
3720432,Angular Mountain View,174027432
11625832,PyNash,174027432
127119,PyAtl: Atlanta Python Programmers,110999952
3754632,Atl-Clj,110999952
4507652,PyLadiesATL,110999952
6129772,Rails Girls Atlanta,110999952
9117892,Women Who Code Atlanta,110999952
9376702,Nashville Women Programmers,110999952
10016242,NashJS,110999952
10078032,Chattanooga Python User Group,110999952
11625832,PyNash,110999952
16370642,Girl Develop It Atlanta,110999952
22608632,SupNashville: Customer Support and Success Meetup,110999952
6707902,Data Science Nashville,190415084
11625832,PyNash,190415084
14546632,Nashville Machine Learning Meetup,190415084
1457232,Volunteer Nashville,14474678
1618193,"Go, Wei qi, Baduk Club",14474678
1642477,"Movie Lovers:  New, Classic, and Foreign Films Meetup",14474678
11625832,PyNash,14474678
18180033,Nashville Chess and Chat Meetup,14474678
22222974,#Resist: Nashville,14474678
23018207,Nashville Philosophy Meetup,14474678
217795,Single in the City Live,11872972
255854,Nashville Locals,11872972
339011,Nashville Hiking Meetup,11872972
358337,"Nashville Social Crew! Dine, Hike, Photography, & More!",11872972
377617,The Music City Beer Society,11872972
510297,The Nashville Sushi Meetup Group,11872972
528705,Music City Wine Enthusiasts,11872972
754677,Great Smokies Hiking & Adventure Group,11872972
929402,Paddle Adventures Unlimited,11872972
968626,The Nashville New & Not-So-New In Town  Meetup,11872972
1187715,What the Pho!,11872972
1226140,"CONNECT Nashville! Over 2,600 Business Networkers",11872972
1360698,Nashville PHP User Group,11872972
1371991,The Joy of Dining Out with Friends Meetup,11872972
1431882,Nashville Outdoor Adventures Club,11872972
1433893,NashvilleTech,11872972
1585196,Tennessee Hiking Group,11872972
1642477,"Movie Lovers:  New, Classic, and Foreign Films Meetup",11872972
1660079,Music City Geeks,11872972
1665349,East Nashville Book Club,11872972
1787157,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",11872972
1808866,"Art, Culture, Film and Literature Friends",11872972
1877261,Young Nashville Ice Breakers,11872972
2150491,Music City Singles,11872972
3260132,Nashville Social Singles,11872972
6190702,Fun Happenings Social Group-Nashvilles Most Fun Social Group,11872972
6707902,Data Science Nashville,11872972
7130232,Nashville Software Beginners,11872972
7138452,"Nashville Conda, R, Julia Users Group",11872972
7151442,Nashville Mobile .NET Developers,11872972
7700282,Tennessee Real Estate Investors Meetup,11872972
8771812,The Nashville Microsoft Azure Users Group,11872972
9452822,615 LOL (Live Out Loud),11872972
10178242,Nashville Mobile Developers,11872972
11625832,PyNash,11872972
13560402,Nashville Modern Excel & Power BI User Group,11872972
15297782,Nashville Product Meetup,11872972
16291092,Singles 30-50,11872972
16477792,Nashville .NET User Group,11872972
16487812,Code for Nashville,11872972
17404882,Nashville Singles 30s and 40s Meetup,11872972
17467312,NashMicro - The Nashville Microcontroller Makers Group,11872972
17894222,Nashville Hadoop Users Group,11872972
18286946,Dine and Unwind in East Nashville,11872972
18297014,Nashville Christian Singles,11872972
18314164,NashBI,11872972
18361585,Make Nashville Meetup,11872972
18494105,The Iron Yard - Nashville,11872972
18495240,Middle Tennessee Hiking Meetup,11872972
18549438,NashDash Dating!,11872972
18779992,Nashville API Developers,11872972
19194894,Nashville Christian Technologists and Entrepreneurs,11872972
19218850,Greater Nashville Healthcare Analytics,11872972
19997487,Developer Launchpad Nashville,11872972
20135961,20s/30s Nashville Online Dating Rebellion!,11872972
20810939,Rise and Grind Bootcamp,11872972
20947040,Nashville Blockchain Meetup,11872972
21845375,Nashville .... Get off the couch,11872972
24277119,Coed Social (late 20's & 30's),11872972
535553,Nash.rb,194095164
7130232,Nashville Software Beginners,194095164
10016242,NashJS,194095164
11625832,PyNash,194095164
16477792,Nashville .NET User Group,194095164
16487812,Code for Nashville,194095164
17686062,Williamson County Ruby Meetup,194095164
19218850,Greater Nashville Healthcare Analytics,194095164
19997487,Developer Launchpad Nashville,194095164
358337,"Nashville Social Crew! Dine, Hike, Photography, & More!",79288822
1360698,Nashville PHP User Group,79288822
1728035,WordPress Nashville,79288822
1770462,DC Tech Meetup,79288822
3173762,Nashville Java Users' Group,79288822
6190702,Fun Happenings Social Group-Nashvilles Most Fun Social Group,79288822
10016242,NashJS,79288822
10178242,Nashville Mobile Developers,79288822
10882202,Nashville MongoDB User Group,79288822
11625832,PyNash,79288822
16477792,Nashville .NET User Group,79288822
16487812,Code for Nashville,79288822
18589616,Agile Nashville User Group,79288822
18616278,Franklin Developer Lunch & Learn,79288822
18837102,Nashville Software Automation Professionals,79288822
1417288,"The Nashville Singer, Musician and Songwriter Meetup Group",206489575
4126912,Nashville Online Entrepreneurs,206489575
11625832,PyNash,206489575
18288648,Music Industry Forum- Who kNew Nashville,206489575
18494105,The Iron Yard - Nashville,206489575
18562307,Nashville Young Professionals Meetup,206489575
18573279,Advanced Audio + Applications Exchange (A3E) - Nashville,206489575
18767675,Nashville Music-Technology Group,206489575
19654655,Nashville Music Programmers,206489575
19959627,On Sundays We Brunch: Young Black Professionals,206489575
7130232,Nashville Software Beginners,237869773
10178242,Nashville Mobile Developers,237869773
11625832,PyNash,237869773
18974119,Nashville Science & Religion Meetup,237869773
19904711,NashSec,237869773
22817838,freeCodeCamp Nashville,237869773
25777628,Nashville SQL for Newbies,237869773
26000035,Nashville Freelance Creatives,237869773
6707902,Data Science Nashville,177977752
11625832,PyNash,177977752
16487812,Code for Nashville,177977752
6707902,Data Science Nashville,229856517
11625832,PyNash,229856517
14546632,Nashville Machine Learning Meetup,229856517
23398017,Nashville Artificial Intelligence Society,229856517
7138452,"Nashville Conda, R, Julia Users Group",185211112
11625832,PyNash,185211112
17894222,Nashville Hadoop Users Group,185211112
541319,The Nashville Songwriters Meetup Group,194494229
1671273,Skeleton Cru,194494229
1763190,Nashville Tennis Meetup,194494229
10016242,NashJS,194494229
11625832,PyNash,194494229
16487812,Code for Nashville,194494229
1360698,Nashville PHP User Group,13606604
3173762,Nashville Java Users' Group,13606604
6707902,Data Science Nashville,13606604
7130232,Nashville Software Beginners,13606604
7138452,"Nashville Conda, R, Julia Users Group",13606604
10016242,NashJS,13606604
10178242,Nashville Mobile Developers,13606604
11625832,PyNash,13606604
13993792,Nashville Grown-up Geeks,13606604
14546632,Nashville Machine Learning Meetup,13606604
16487812,Code for Nashville,13606604
16548342,Piano Music Lovers of Nashville,13606604
16877932,Nashville Lisp Sync,13606604
18314164,NashBI,13606604
18616278,Franklin Developer Lunch & Learn,13606604
18850080,NashReact,13606604
19249559,Climb Nashville Meetup,13606604
19654655,Nashville Music Programmers,13606604
19708553,Nashville Cooking Lessons Meetup,13606604
20150865,Hackster Hardware Meetup - Murfreesboro,13606604
21837219,All Things Angular,13606604
10016242,NashJS,182843052
11625832,PyNash,182843052
16354782,Meteor Nashville,182843052
16447162,Nash |> Elixir,182843052
16477792,Nashville .NET User Group,182843052
6707902,Data Science Nashville,72177052
7138452,"Nashville Conda, R, Julia Users Group",72177052
11625832,PyNash,72177052
14546632,Nashville Machine Learning Meetup,72177052
17872862,Nashville Amazon Web Services User Group,72177052
17894222,Nashville Hadoop Users Group,72177052
18665384,Nashville Big Data and Analytics Meetup,72177052
19218850,Greater Nashville Healthcare Analytics,72177052
19992350,Self Driving Car Tech - Nashville,72177052
21148651,Nash SQL,72177052
22782911,Fun Couples in Music City,72177052
23353167,Nashville Docker Meetup,72177052
23398017,Nashville Artificial Intelligence Society,72177052
11625832,PyNash,145371452
6707902,Data Science Nashville,208425479
7138452,"Nashville Conda, R, Julia Users Group",208425479
10016242,NashJS,208425479
11625832,PyNash,208425479
16487812,Code for Nashville,208425479
23353167,Nashville Docker Meetup,208425479
23398017,Nashville Artificial Intelligence Society,208425479
217795,Single in the City Live,191819003
1526075,Nashville Area Gamer Association - NAGA,191819003
1877261,Young Nashville Ice Breakers,191819003
3260132,Nashville Social Singles,191819003
7130232,Nashville Software Beginners,191819003
7836842,Nashville UX,191819003
9376702,Nashville Women Programmers,191819003
10016242,NashJS,191819003
10078032,Chattanooga Python User Group,191819003
10178242,Nashville Mobile Developers,191819003
11185172,Chadev aka Chattanooga Developer Lunch,191819003
11380142,'Boro 20s & 30s,191819003
11625832,PyNash,191819003
13358952,Chattanooga / Cleveland Area WordPress Meetup,191819003
16487812,Code for Nashville,191819003
17467312,NashMicro - The Nashville Microcontroller Makers Group,191819003
18297014,Nashville Christian Singles,191819003
18361585,Make Nashville Meetup,191819003
18397691,ChaDevOps,191819003
18494105,The Iron Yard - Nashville,191819003
18506072,20s in Nashville,191819003
18544557,Chattanooga Photographers,191819003
18549438,NashDash Dating!,191819003
18616278,Franklin Developer Lunch & Learn,191819003
18626596,CHA Art/Dev,191819003
18755531,Cleveland Developer Meetup,191819003
18850080,NashReact,191819003
18890177,Noisemakers,191819003
19194894,Nashville Christian Technologists and Entrepreneurs,191819003
19304584,Chattanooga UX Design Meetup,191819003
19344418,Agile Chattanooga,191819003
19713173,Transplant Nashville,191819003
20135961,20s/30s Nashville Online Dating Rebellion!,191819003
20186791,Free & Cheap Events,191819003
21837219,All Things Angular,191819003
21845375,Nashville .... Get off the couch,191819003
22194364,Nashville New In Town Meetup,191819003
22817838,freeCodeCamp Nashville,191819003
7130232,Nashville Software Beginners,226667090
10016242,NashJS,226667090
11625832,PyNash,226667090
16487812,Code for Nashville,226667090
19223104,Clarksville Real Estate Meetup,226667090
22817838,freeCodeCamp Nashville,226667090
47094,The Greater Nashville RPG and Board Gamers Group,190707374
168014,The Nashville Writers Meetup,190707374
211512,Nashville Atheists,190707374
358337,"Nashville Social Crew! Dine, Hike, Photography, & More!",190707374
541319,The Nashville Songwriters Meetup Group,190707374
711599,The Nashville Web Design Meetup Group,190707374
929402,Paddle Adventures Unlimited,190707374
1324203,Nashville Psychic Meetup,190707374
1358081,Nashville Online Business Strategy Meetup,190707374
1360698,Nashville PHP User Group,190707374
1417288,"The Nashville Singer, Musician and Songwriter Meetup Group",190707374
1473660,Nashville Kayak Lessons,190707374
1526075,Nashville Area Gamer Association - NAGA,190707374
1780720,The Inter-Religious Conversation,190707374
2662782,Nashville Real Estate Investing & Marketing Entrepreneurs,190707374
3173762,Nashville Java Users' Group,190707374
5528292,The Nashville SEO Meetup Group,190707374
6335372,Nashville soccer,190707374
6928642,Middle Tennessee Sierra Club Outings and Adventures,190707374
7724012,Nashville's Home Page!,190707374
8805172,Nashville Wiener Romp,190707374
8908602,Nashville Network After Work - Business Networking Events,190707374
10016242,NashJS,190707374
10882202,Nashville MongoDB User Group,190707374
11625832,PyNash,190707374
11626822,Nashville Digital Marketing Meetup,190707374
15009712,NashFSharp,190707374
15770262,"Ambrosia - Friends, Food and Fun",190707374
16354782,Meteor Nashville,190707374
16447162,Nash |> Elixir,190707374
16477792,Nashville .NET User Group,190707374
16487812,Code for Nashville,190707374
16607822,Nashville Virtual Reality Meetup,190707374
16877932,Nashville Lisp Sync,190707374
17467312,NashMicro - The Nashville Microcontroller Makers Group,190707374
17836142,Nashville Kizomba Meetup,190707374
17894222,Nashville Hadoop Users Group,190707374
18230606,Nashville Hearthstone Fireside Gathering,190707374
18286946,Dine and Unwind in East Nashville,190707374
18314164,NashBI,190707374
18471729,"Build and Develop Your Online Presence Nashville, TN",190707374
18476981,Drink-n-Draw,190707374
18494105,The Iron Yard - Nashville,190707374
18502048,The Domestiques Cycling Club,190707374
18573279,Advanced Audio + Applications Exchange (A3E) - Nashville,190707374
18589616,Agile Nashville User Group,190707374
18602480,Nashville Skiing Meetup,190707374
18604107,Middle Tennessee Kayak Lessons Meetup,190707374
18629154,Dynatrace Nashville User Group,190707374
18660552,The Nashville TENNISseans,190707374
18665368,Second Saturday Divorce Workshop for Women,190707374
11625832,PyNash,133078222
3173762,Nashville Java Users' Group,48224272
11625832,PyNash,48224272
1433893,NashvilleTech,126309962
1505523,Strictly Belcourt,126309962
1585196,Tennessee Hiking Group,126309962
6707902,Data Science Nashville,126309962
7138452,"Nashville Conda, R, Julia Users Group",126309962
9376702,Nashville Women Programmers,126309962
10178242,Nashville Mobile Developers,126309962
11625832,PyNash,126309962
14546632,Nashville Machine Learning Meetup,126309962
17894222,Nashville Hadoop Users Group,126309962
18361585,Make Nashville Meetup,126309962
18665384,Nashville Big Data and Analytics Meetup,126309962
19218850,Greater Nashville Healthcare Analytics,126309962
19275797,Mindful Cyborgs Meditation,126309962
19997487,Developer Launchpad Nashville,126309962
20493986,R-Ladies Nashville,126309962
23353167,Nashville Docker Meetup,126309962
227528,Nashville Spanish Meetup,199238890
10016242,NashJS,199238890
11625832,PyNash,199238890
11862932,Nashville Linux Users Group,199238890
14546632,Nashville Machine Learning Meetup,199238890
16447162,Nash |> Elixir,199238890
18779992,Nashville API Developers,199238890
18850080,NashReact,199238890
19277993,Nashville DevOps Meetup,199238890
11625832,PyNash,4413235
22132964,Little Black Dress Club Nashville,4413235
11625832,PyNash,14219098
1492619,Women's  Business Network,220902681
1505523,Strictly Belcourt,220902681
4705492,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",220902681
7130232,Nashville Software Beginners,220902681
9376702,Nashville Women Programmers,220902681
10016242,NashJS,220902681
10178242,Nashville Mobile Developers,220902681
11625832,PyNash,220902681
16487812,Code for Nashville,220902681
18476981,Drink-n-Draw,220902681
18494105,The Iron Yard - Nashville,220902681
18573279,Advanced Audio + Applications Exchange (A3E) - Nashville,220902681
19108156,Nashville Startup Founder 101,220902681
19194894,Nashville Christian Technologists and Entrepreneurs,220902681
19654655,Nashville Music Programmers,220902681
19997487,Developer Launchpad Nashville,220902681
20336043,Nashville Ladies Volunteering and Having Fun,220902681
21506105,Elite Travel,220902681
1274150,Unity of Nashville Spirituality Meetup Group,188093089
1456007,EDIBLE WEED WALKS and PLANT CLASSES,188093089
5282132,One Dharma Nashville Meditation Group,188093089
6641192,Nashville Shambhala Meditation Group,188093089
11625832,PyNash,188093089
7130232,Nashville Software Beginners,233275939
8771812,The Nashville Microsoft Azure Users Group,233275939
9376702,Nashville Women Programmers,233275939
11625832,PyNash,233275939
16447162,Nash |> Elixir,233275939
16477792,Nashville .NET User Group,233275939
18616278,Franklin Developer Lunch & Learn,233275939
19997487,Developer Launchpad Nashville,233275939
20807142,Music City Young Professionals,233275939
22197221,Team Green Adventures,233275939
339011,Nashville Hiking Meetup,217955705
