group_id,group_name,num_members,category_id,category_name,organizer_id,group_urlname
2542802,Nashville Flag Football,645,32,Sports & Recreation,26285162,NashvilleFlagFootball
19266390,Nashville Networking Business Luncheon,1444,2,Career & Business,11759637,Nashville-Networking-Business-Luncheon
1187715,What the Pho!,1889,10,Food & Drink,4230486,What-the-Pho
19997487,Developer Launchpad Nashville,576,34,Tech,82204922,Developer-Launchpad-Nashville
3173762,Nashville Java Users' Group,1041,34,Tech,40336202,nashvillejug
16487812,Code for Nashville,1763,34,Tech,58983922,code-for-nashville
6707902,Data Science Nashville,1046,34,Tech,14589429,Data-Science-Nashville
6629622,North Nashville Party Chicks,435,31,Socializing,12258718,North-Nashville-Party-Chicks
3047512,Fun Happenings Travel & Adventure Group,2058,23,Outdoors & Adventure,34240622,Fun-Happenings-Travel-Adventure-Group
8771812,The Nashville Microsoft Azure Users Group,651,34,Tech,4353024,The-Nashville-Microsoft-Azure-Users-Group
9376702,Nashville Women Programmers,1091,34,Tech,7918427,NashvilleWomenProgrammers
1360698,Nashville PHP User Group,1118,34,Tech,1813015,nashvillephp
19030621,"Lesbians in the Workplace, Nashville",567,12,LGBT,7859383,Lesbians-in-the-Workplace-Nashville
929402,Paddle Adventures Unlimited,6331,23,Outdoors & Adventure,8939765,paddleadventuresunlimited
1324203,Nashville Psychic Meetup,2360,22,New Age & Spirituality,19801731,Nashville-Psychics
4705492,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",2307,2,Career & Business,26706942,WOMEN-Word-of-Mouth-Entrepreneurial-Networkers
22817838,freeCodeCamp Nashville,434,34,Tech,7534345,freeCodeCamp-Nashville
1179719,Nashvegans!,965,13,Movements & Politics,9770948,nashvegans
19556549,Inner Engineering Nashville (Isha Yoga & Meditation Classes),1103,14,Health & Wellbeing,184777575,Isha-Yoga-Inner-Engineering-Nashville-Yoga-Meditation
5618532,Nashville Salesforce Admins & Developers Group,501,34,Tech,204135137,Nashville-Salesforce-Developer-User-Group
25481468,Outdoor Afro-Nashville,113,23,Outdoors & Adventure,87574402,Outdoor-Afro-Nashville
1776274,"Nashville SEO & Internet Marketing, Over 1,600 Members!",1649,2,Career & Business,10119159,Nashville-SEO-Group
1728035,WordPress Nashville,1643,34,Tech,72560962,NashvilleWordpress
15552112,Intellectual Society of Greater Nashville,652,6,Education & Learning,146326152,Intellectual-Society
18314164,NashBI,784,34,Tech,183427754,NashBI
227528,Nashville Spanish Meetup,1417,16,Language & Ethnic Identity,2434993,spanish-570
26076650,Franklin Technology Startups Meetup,55,34,Tech,35147542,Franklin-Technology-Startups-Meetup
16447162,Nash |> Elixir,391,34,Tech,8111102,nash-elixir
535553,Nash.rb,881,34,Tech,14344641,nashrb
1358081,Nashville Online Business Strategy Meetup,1447,2,Career & Business,44942272,Nashville-Online-Business-Strategy
18476981,Drink-n-Draw,2514,1,Arts & Culture,40582582,DrinkNDrawNashville
18361585,Make Nashville Meetup,1684,34,Tech,5900662,Make-Nashville-Meetup
5282132,One Dharma Nashville Meditation Group,1191,22,New Age & Spirituality,65541132,One-Dharma-Nashville
24906881,Brentwood Artificial Intelligence Meetup,97,34,Tech,22476571,Brentwood-Artificial-Intelligence-Meetup
1492619,Women's  Business Network,2163,2,Career & Business,15369081,Womens-business-network
18414590,Women 'n' Wine of Nashville,690,2,Career & Business,187452711,Women-n-Wine-of-Nashville
541319,The Nashville Songwriters Meetup Group,2644,21,Music,2984170,vocalists-164
1349592,Board Game Lovers Meetup,2261,11,Games,7563113,Board-Game-Lovers-Meetup-Group
16954142,Network Middle Tennessee,1084,2,Career & Business,13020262,Network-Middle-Tennessee-Prosperous-Partnerships
21837219,All Things Angular,302,34,Tech,129133182,All-Things-Angular
23053409,Nashville LGBT Game Night Meetup,296,12,LGBT,11498435,Nashville-Gay-Game-Night-Meetup
1431882,Nashville Outdoor Adventures Club,1328,23,Outdoors & Adventure,9101358,The-Nashville-Outdoor-Adventures-Club
24693747,Williamson County Republican Party,114,13,Movements & Politics,16881781,Williamson-County-Republican-Party
18314669,Beer and Bible Nashville,445,28,Religion & Beliefs,2201276,Beer-and-Bible-Nashville
25884191,Nashville Drum Circle Community :D,143,14,Health & Wellbeing,6440691,Nashvilledrumcircles
10000962,T-VOE: Tennessee Voice Over Exchange,72,1,Arts & Culture,108686552,TennesseeVoiceOverExchange
22736876,Business Connections Networking Group,126,2,Career & Business,191532521,Brentwood-Rowdy-Referral-Networking-Meetup
1751502,Women 'n' Wine of Williamson County,959,2,Career & Business,9919399,Women-n-Wine-Williamson-County
19443174,Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up,398,31,Socializing,68682832,New-to-Nashville
18850080,NashReact,438,34,Tech,10083866,NashReact-Meetup
23674770,Whole-Food Plant-Based Dieters,250,14,Health & Wellbeing,4579315,living-oil-free-and-plant-strong
18529135,Franklin AM - Networking,360,2,Career & Business,34583172,Franklin-AM-Networking
19822479,Nashville Entrepreneurs Network,1192,2,Career & Business,201177047,Nashville-Entrepreneurs-Network
26000035,Nashville Freelance Creatives,223,1,Arts & Culture,12143808,NashvilleFreelanceCreatives
17467312,NashMicro - The Nashville Microcontroller Makers Group,646,34,Tech,54437942,NashMicro
19292162,Nashville CocoaHeads,237,34,Tech,145632652,Nashville-CocoaHeads
2556962,Middle Tennessee Motorcycle Riders,1055,3,Cars & Motorcycles,11578777,Middle-Tennessee-Motorcycle-Riders
1274150,Unity of Nashville Spirituality Meetup Group,1187,22,New Age & Spirituality,9726350,unityofnashville
25641512,Hendersonville Area Active/Outdoor Lifestyle,91,23,Outdoors & Adventure,12258718,Hendersonville-Area-Active-Outdoor-Lifestyle
18425641,Greater Nashville Networking Group,510,2,Career & Business,83214022,Greater-Nashville-Networking
22585660,"Wine, Women, and the World",1035,31,Socializing,194923584,wine-women-and-the-world
204767,Nashville Podcasters,292,34,Tech,119792682,podcaster
25521445,Nashville: CryptoCurrency University,104,34,Tech,225659788,Nashville-New-Currency-University
2520612,The Nashville Girly Book Club,1770,18,Book Clubs,6721449,The-Nashville-Girly-Book-Club
5882552,Nashville and Tennessee History,1422,6,Education & Learning,59643462,Tennessee-Historical-Society
1498076,Christian Business Leaders Roundtable | CEO Fellowship,887,2,Career & Business,9470306,cblroundtable
19847832,"Chicago Cubs, Blackhawks and Bears Fans near Nashville",341,32,Sports & Recreation,81052872,Chicago-Cubs-Bears-Blackhawk-Fans-near-Nashville
26069557,Tableau and BI for Nashville,42,34,Tech,202311485,Tableau-and-BI-for-Nashville
6641192,Nashville Shambhala Meditation Group,874,14,Health & Wellbeing,16624181,Nashville-Shambhala-Meditation-Group
20384452,Thrills and Chills Book Club,105,18,Book Clubs,90086912,Thrills-and-Chills-Book-Club
1622500,Boost Nashville - The Business Networking Group!,799,2,Career & Business,12131688,BoostNashvilleBiz
24584525,You are a Badass!,591,23,Outdoors & Adventure,48990822,youarebadass
10426762,Women 'n' Wine of Green Hills,401,2,Career & Business,61683832,Women-n-Wine-of-Green-Hills
24039540,Get Out 'N Game - Nashville,188,11,Games,169396342,Get-Out-N-Game-Nashville
20806988,Events of the Camera Club Council of Tennessee,318,27,Photography,183534666,Events-of-the-Camera-Club-Council-of-Tennessee
22023226,Paid To Speak Entrepreneurs,328,2,Career & Business,184259142,Music-City-Professional-Speakers-Meet-Up
18855476,Savvy Coders - Nashville,243,34,Tech,197929760,SavvyCoders
20269464,Philadelphia Eagles Fans In Nashville,90,32,Sports & Recreation,199853583,Philadelphia-Eagles-Fans-In-Nashville
11131552,Hiking Club of Nashville and Suburbs,3381,23,Outdoors & Adventure,92743262,Hiking-Club-of-Nashville-and-Suburbs
24125934,Murfreesboro Web Development Meetup,43,34,Tech,178742432,Murfreesboro-Web-Development-Meetup
22130047,"Nashville Metaphysical, New Age, and Psychic Meetup",285,22,New Age & Spirituality,70636672,Nashville-Metaphysical-New-Age-and-Psychic-Meetup
20336043,Nashville Ladies Volunteering and Having Fun,1639,31,Socializing,12347749,Nashville-Ladies-Volunteering-and-Having-Fun
18506072,20s in Nashville,3811,31,Socializing,188857906,20s-in-Nashville
710272,Spiritual Psychology and Consciousness Group,1382,22,New Age & Spirituality,2652159,spiritualism-291
6190702,Fun Happenings Social Group-Nashvilles Most Fun Social Group,2050,31,Socializing,34240622,funhappeningssocialgroup
10178242,Nashville Mobile Developers,1166,34,Tech,110489102,NashvilleMDUG
19828398,Nashville English Language Learning Meetup,436,16,Language & Ethnic Identity,27465332,Nashville-English-Language-Learning-Meetup
1507431,Euchre in Nashville,427,11,Games,10198845,Euchre-in-Nashville
252576,Real Estate Investors of Nashville Meetup Group,1035,2,Career & Business,12011595,reintn
11776502,NASHVILLE REIKI & OILS,610,22,New Age & Spirituality,6780662,ReikiNashvilleTN
19416348,Bellevue Business Networking Meetup,298,2,Career & Business,83272622,Bellevue-Business-Networking-Meetup
19528743,Nashville Real Estate Investor Network,441,2,Career & Business,144256692,Nashville-Real-Estate-Wealth-Investor-Network
18494105,The Iron Yard - Nashville,1491,34,Tech,104388972,The-Iron-Yard-Nashville
25810092,Nashville KDrama Addicts,35,16,Language & Ethnic Identity,80142302,Nashville-KDrama-Addicts
22374557,1-on-1 Conversations Nashville,289,16,Language & Ethnic Identity,38395162,1-on-1-Conversations-Nashville
23723436,Donelson Networking Group,87,31,Socializing,226769794,Donelson-Networking-Group
13560402,Nashville Modern Excel & Power BI User Group,540,34,Tech,120578592,Nashville-Modern-Excel-User-Group
25448937,"Women, Wine, & Coloring",284,1,Arts & Culture,107126142,women-wine-and-coloring
7700282,Tennessee Real Estate Investors Meetup,1292,2,Career & Business,85602482,Tennessee-Real-Estate-Investors-Meetup
6230672,Bellevue Area Meetup: Meet New Friends!,493,31,Socializing,1720391,BellevueAreaMeetup
1457232,Volunteer Nashville,2921,4,Community & Environment,34423222,volunteernashville
12847372,Mount Juliet/Wilson County Hiking & Outdoors,802,23,Outdoors & Adventure,80583062,Mount-Juliet-Wilson-County-Hiking-Meetup
1307837,Mid-TN Scrapbooking Club,520,15,Hobbies & Crafts,4163995,Mid-TN-Scrapbooking-Club
23394559,Girls Night Out Bunco For WOMEN Meetup,50,11,Games,184600207,Smyrna-Bunco-Meetup
20135961,20s/30s Nashville Online Dating Rebellion!,1124,31,Socializing,198403977,Nashville-Online-Dating-Rebellion
20065975,TwitchNashville,187,11,Games,204653383,TwitchNashville
22132964,Little Black Dress Club Nashville,49,31,Socializing,10169306,LBDCNashville
24743042,"Nashville Girl's Night Out - Shopping, Networking, + More",414,31,Socializing,227859656,Nashville-Girls-Night-Out-Shopping-Networking-More
1169709,Nashville Filmmakers,1189,20,Movies & Film,182568739,nashvillefilmmakers
1581956,Metro Nashville German Meetup Group,52,16,Language & Ethnic Identity,14000160,Nashville-German-Meetup-Group
1417288,"The Nashville Singer, Musician and Songwriter Meetup Group",2060,21,Music,1966421,NashvilleMusician
11184352,Nashville Bitcoin Meetup,322,2,Career & Business,124644362,Nashville-Bitcoin-Meetup
26091301,Women's Bible Study,43,28,Religion & Beliefs,232528811,meetup-group-eZbwabuK
18837102,Nashville Software Automation Professionals,166,34,Tech,100449852,Nashville-Software-Automation-Professionals
26090658,Grace Business Networking Group,20,2,Career & Business,13385553,Grace-Business-Networking-Group
20583464,Mediumship and Intuitive Development Circle of Nashville,234,22,New Age & Spirituality,5212354,Mediumship-and-Intuitive-Development-Circle-of-Nashville
18549438,NashDash Dating!,1769,30,Singles,77649082,NashDash-Dating
25681644,East Nashville Daytime Basketball,52,32,Sports & Recreation,212106559,East-Nashville-Daytime-Basketball
1772099,Nashville 80s Music & More Meetup,1763,21,Music,5129031,Nashville80sLovers
18801828,"SCORE Nashville Events, Networking and Workshops",727,2,Career & Business,128146292,SCORE-Nashville-Events-Networking-and-Workshops
7151442,Nashville Mobile .NET Developers,372,34,Tech,70666292,NashvilleMobileDotNet
7130232,Nashville Software Beginners,1308,34,Tech,14344641,nashville-software-beginners
12588802,Nashville Vipassana Meditation Meetup,91,22,New Age & Spirituality,4817345,Nashville-Vipassana-Meditation-Meetup
3376042,Mastermind Business Networkers,605,2,Career & Business,9470306,CEOMastermindSE
788001,The Middle TN Alternative Health Meetup Group,992,14,Health & Wellbeing,6780662,alternative-510
19654655,Nashville Music Programmers,516,34,Tech,194047958,Nashville-Music-Programmers
7699922,Thinking Christians Book Club,195,28,Religion & Beliefs,4720318,Thinking-Christians-Book-Club
405938,MTRAS ~ MidTn Robotic Arts Society,525,34,Tech,3246917,robotics-71
25648018,Smashville Singles Coed 25-40ish,314,31,Socializing,197966717,Smashville-Singles-Coed-25-40ish
23573879,Middle Tennessee Photography Buddies,423,27,Photography,196315467,Middle-Tennessee-Photography-Buddies
25441371,Nashville Mindfulness in Nature,236,14,Health & Wellbeing,190717209,Nashville-Mindfulness-in-Nature
24850344,Goddess and the Moon Metaphysical Meetup,237,22,New Age & Spirituality,192829365,Goddess-and-the-Moon-Metaphysical-Meetup
25076888,Nashville QA,64,34,Tech,13490762,Nashville-QA
23594916,Ethereum Nashville,198,34,Tech,96331022,Ethereum-Nashville
18714758,Nashville Socials and Events!,2634,31,Socializing,77649082,Nashville-Socials-and-Events
26040985,Spanish Group Downtown,36,16,Language & Ethnic Identity,201787805,Spanish-Group-Downtown
19904711,NashSec,107,34,Tech,86263532,NashSec
25681787,Village Healing Arts,67,22,New Age & Spirituality,7325785,Village-Healing-Arts
1741429,Brentwood - Grow Your Business In Tennessee,491,2,Career & Business,228396306,Brentwood-GrowYour-Business-In-Tennessee
14649032,Nashville Game Developers,516,34,Tech,9590115,NashGameDev
20186791,Free & Cheap Events,2189,31,Socializing,209069325,meetup-group-FtpRCHbj
20166757,Science Club Nashville,281,6,Education & Learning,208732641,Science-Club-Nashville
18629337,The Nashville Football Giants,109,32,Sports & Recreation,184367689,NY-Giants-Fans-in-Nashville
18823274,Padmasambhava Buddhist Center - Nashville,144,14,Health & Wellbeing,221829385,Padmasambhava-Buddhist-Center-Nashville
21989057,Nashville Amazon Sellers,83,34,Tech,207103295,The-Amazon-Seller
21957723,GKIC Nashville Chapter Business Building Meetup,181,2,Career & Business,220077960,GKIC-Nashville-Business-Building-Meetup
25397992,the New World is in Order!,73,22,New Age & Spirituality,61526062,the-New-World-is-in-Order
20493986,R-Ladies Nashville,210,2,Career & Business,213434886,rladies-nashville
20402980,Nashville Dungeon Delvers,124,11,Games,212154798,Nashville-Dungeon-Delvers
25326528,Nashville Squash Meetup,47,32,Sports & Recreation,230674257,Nashville-Squash-Meetup
19934054,Outdoor Fit - HIIT,205,9,Fitness,200686755,Outdoor-HIIT-Fit
8805172,Nashville Wiener Romp,499,26,Pets & Animals,12983193,NashvilleWienerRomp
19049542,Blues Dance Nashville,865,21,Music,193696306,Blues-Dance-Nashville
16140462,40 and over gay men for social gatherings,200,12,LGBT,8809394,A-meetup-group-for-professional-gay-men-40-For-dinner-etc
1451826,Nashville Science Fiction Book Club,726,6,Education & Learning,70762772,Nashville-Science-Fiction-Book-Club
15335602,Brentwood TN Conversational Spanish Language Meetup Group,315,16,Language & Ethnic Identity,153513242,Brentwood-TN-Conversational-Spanish-Language-Meetup-Group
2496252,Oneness Nashville,874,22,New Age & Spirituality,25507792,Oneness-Nashville
19064659,Franklin Books and Discussion Meetup,50,6,Education & Learning,56725922,Franklin-Books-and-Discussion-Meetup
25471951,Franklin Gaming and Comics,53,11,Games,31995212,Franklin-Gaming-and-Comics
20836828,Black Women Read Book Club,35,18,Book Clubs,133440072,FUNdamental-Book-Club-Meetup
20241153,OCD Nashville Peer Support Group Meetup,47,33,Support,208888939,OCD-Nashville-Peer-Support-Group-Meetup
20129636,Nashville Classic and Contemporary Fiction Group (for women),112,18,Book Clubs,183590843,Nashville-Classic-and-Contemporary-Fiction-Group-for-women
25115699,Lipscomb Environmental Sustainability Meetup,19,4,Community & Environment,220443481,Lipscomb-Environmental-Sustainability-Meetup
22873954,Kilo Fit Nashville,171,9,Fitness,223501599,Kilo-Fit-Nashville
21747934,Nashville Gay Men Explorer Group,274,12,LGBT,217710404,NGM-explorer
19687074,Nashville Spirituality Meetup,703,22,New Age & Spirituality,10167520,Nashville-Spirituality-Meetup
8908602,Nashville Network After Work - Business Networking Events,2622,2,Career & Business,95169012,Nashville-Network-After-Work-Business-Networking-Events
528705,Music City Wine Enthusiasts,1094,10,Food & Drink,3700371,nashvillewinegroup
25117452,Maintaining Your Balance,168,14,Health & Wellbeing,196267339,maintaining-your-balance
1473660,Nashville Kayak Lessons,3260,23,Outdoors & Adventure,4093533,Nashville-Kayak-Lessons
22808815,Center for Spiritual Living Nashville,191,22,New Age & Spirituality,212306666,Center-for-Spiritual-Living-Nashville
25694632,Networking in The Nations,37,2,Career & Business,227262615,Networking-in-The-Nations
18677333,Enneagram Nashville,54,22,New Age & Spirituality,188726261,Enneagram-Nashville
981249,Art of Living,1106,14,Health & Wellbeing,6163855,artoflivingnashville
22993273,Networking Today Int'l -Middle Tennessee,127,2,Career & Business,69351852,Networking-Today-Brentwood
6284242,All Things Gardening,293,4,Community & Environment,9605661,AllThingsGardening
17487002,Nashville Alternative Health & Wellness,1328,14,Health & Wellbeing,6780662,Nashville-Alternative-Healing-Meetup
19348756,Franklin Reiki,200,22,New Age & Spirituality,34583172,Franklin-Reiki
25972489,Cool Springs Gay Men's Lunch Group,24,12,LGBT,53677492,CoolSprings-Gay-Mens-Lunch-Group
16548342,Piano Music Lovers of Nashville,88,21,Music,162948592,Piano-music-lovers-of-Nashville
25791353,Nashville BoomPower!,48,2,Career & Business,235761200,Nashville-BoomPower
26079417,IIBA Nashville Chapter Meetup,13,2,Career & Business,1575535,IIBA-Nashville-Chapter-Meetup
26018023,Nashville Krishna Bhakti Yoga Meetup,33,14,Health & Wellbeing,237187969,Nashville-Bhakti-Yoga-Meetup
25903892,The Costumed Revelers,26,29,Sci-Fi & Fantasy,4579315,The-Costumed-Revelers
24616027,Nashville Magento Meetup,32,34,Tech,9486559,Nashville-Magento
21043417,Nashville Professional Referral Club TEAM Chapter,320,2,Career & Business,207925172,Nashville-Professional-Referral-Club
23515107,CityWalks,654,9,Fitness,152361762,meetup-group-TiEtxQpU
22730657,Her Heart Project,490,14,Health & Wellbeing,223018602,Her-Heart-Project
22422502,Conscious Transformation - Nashville,387,14,Health & Wellbeing,220906954,Conscious-Transformation-Nashville
25934999,Karate at the Park,80,9,Fitness,181874912,Karate-at-the-Park
24675279,Circle Bliss ~ Nashville ~ Energy Healing ~ Ataana Method,112,22,New Age & Spirituality,35079522,Nashville-Circle-Bliss-Energy-Healing-Meetup
21134448,Nashville Gophers,73,34,Tech,82968792,Nashville-Gophers
25427336,Nashville International Group,93,16,Language & Ethnic Identity,190382781,Nashville-International-Group
6928642,Middle Tennessee Sierra Club Outings and Adventures,3509,4,Community & Environment,60473582,Middle-Tennessee-Sierra-Club-Outings-and-Adventures
14566132,Nashville ADHD Adults,359,33,Support,5166997,ADDventurer
17872862,Nashville Amazon Web Services User Group,476,34,Tech,183447968,nawsug
1456007,EDIBLE WEED WALKS and PLANT CLASSES,1649,14,Health & Wellbeing,9556327,weedeaters
18634990,Nashville Scrabble Meetup,460,11,Games,155888802,Nashville-Scrabble-Meetup
14396812,Nashville Faith & Skepticism Meetup,50,28,Religion & Beliefs,41099822,Faith-n-Skepticism
3870752,Nashville Foam Fighting - Dur Demarion - Belegarth,589,11,Games,89601182,DurDemarion
20182158,Green Hills Stampin' and Scrapbooking Meetup,57,15,Hobbies & Crafts,6373873,Green-Hills-Stampin-and-Scrapbooking-Meetup
10032122,Christianity & Transhumanism,31,28,Religion & Beliefs,2256087,christian-transhumanism
24925734,The Country Club of Downtown Nashville (20s & 30s),69,31,Socializing,222408640,The-Country-Club-of-Downtown-Nashville-20s-30s
26294237,Cryptocurrency And Ecommerce,38,34,Tech,235931560,Cryptocurrency-And-Ecommerce
26159186,Los Angeles to Nasville transplants,15,31,Socializing,235919891,Nashville-Burning-Man-Meetup
26115369,Nashville Adventures,181,23,Outdoors & Adventure,111955332,Nashville-Adventures
23398017,Nashville Artificial Intelligence Society,154,34,Tech,178935292,Nashville-Artificial-Intelligence-Society
25777628,Nashville SQL for Newbies,102,34,Tech,235675072,Nashville-SQL-for-Newbies
21245809,Women of Power (WOP),127,2,Career & Business,211907159,African-American-Womens-Entrepreneur-Referral-Group
20440116,Reading Queer,197,12,LGBT,206075080,Reading-Queer
19824779,Nashville BarkHappy Dog Meetup,243,26,Pets & Animals,203113616,Nashville-BarkHappy-Dog-Meetup
25996638,Music Row Professional Group,10,2,Career & Business,225854465,Music-Row-Professional-Group
5327862,Nashville Animal Advocacy,344,26,Pets & Animals,9770948,nashvilleanimaladvocacy
25327081,"The Estuary - Mindfulness, Self-Care, and Support Community",200,14,Health & Wellbeing,233003328,The-Estuary-Mindfulness-Self-Care-and-Support-Community
23970553,Nashville International Relations Meetup - Great Decisions,103,6,Education & Learning,17939432,Nashville-International-Relations-Meetup-Great-Decisions
8540732,Nashville Spiritual Experiences Group,160,22,New Age & Spirituality,96254872,Nashville-Spiritual-Experiences-Group
21522768,Nashville Ladies' Book Club,47,18,Book Clubs,212823747,Nashville-Ladies-Book-Club
25717708,"RfR - Nashville, TN",43,28,Religion & Beliefs,231551616,RfR-Nashville-TN
1665418,Music City Tango,401,5,Dancing,12229328,Music-City-Tango
17836142,Nashville Kizomba Meetup,482,5,Dancing,10686284,Nashville-Kizomba-Meetup
22771879,Bananas For Bananagrams,65,11,Games,181729622,Bananas-For-Bananagrams
18256892,Nashville Holistic Association,549,14,Health & Wellbeing,189205349,nashvilleholisticassociation
998413,Cumberland Green Bioregional Council,240,4,Community & Environment,6241567,Cumberland-Green-River-Bioregional-Council
12238842,Nashville Axis & Allies Meetup,115,11,Games,50099592,Nashville-Axis-Allies-Meetup
25857366,The Warner Trail Runners,74,9,Fitness,168891042,The-Warner-Trail-Runners
1697586,The Nashville Chinese Language and Culture Meetup Group,243,16,Language & Ethnic Identity,23481271,The-Nashville-Chinese-Language-and-Culture-Meetup-Group
18795154,Big East Fork Folk / Jazz Music Meetup,532,21,Music,184844188,Nashville-Folk-Jazz-Music-Meetup
18180033,Nashville Chess and Chat Meetup,257,11,Games,182480471,Nashville-Chess-and-Chat-Meetup
26043925,Evening Walks At The Park For Singles,50,9,Fitness,237353086,Evening-Walks-At-The-Park-For-Singles
11294262,Let's Talk Franklin Toastmasters Club,608,2,Career & Business,12742746,Lets-Talk-Franklin-Toastmasters-Club
19094001,Middle Tennessee Entrepreneurs MasterMind Meetup,366,2,Career & Business,195151597,Middle-Tennessee-Entrepreneurs-MasterMind-Meetup
17820032,Nashville IAM User Group,83,34,Tech,197646485,NashvilleIAM
21755271,Williamson County Democratic Party Events,88,13,Movements & Politics,206327732,WCDPTN-Events
21715712,Happy Hour Networking for Charity,73,4,Community & Environment,187452711,Happy-Hour-Charity
26264825,The Goddess Tribe,61,14,Health & Wellbeing,236234217,The-Goddess-Tribe
25150760,Real Estate and Coffee in Smyrna,34,2,Career & Business,230684071,Real-Estate-Lender-and-Coffee
20377949,Nashville Comedy Meetup,326,31,Socializing,212031851,Nashville-Comedy-Meetup
20348898,Nashville Christian Universalists,97,28,Religion & Beliefs,186473570,Nashville-Christian-Universalists
25105164,Nashville Urban Planning Meet Up,30,1,Arts & Culture,80119952,Nashville-Urban-Planning-Meet-Up
2237681,Sahaja Yoga Meditation - Nashville,428,14,Health & Wellbeing,213302747,Free-meditation-Nashville
19827046,Nashville Hydroponics / Aquaponics Meetup,429,4,Community & Environment,14129264,Nashville-Hydroponics-Aquaponics-Meetup
25856788,West Meade Cyclists,15,9,Fitness,191709519,West-Meade-Cyclists
25777556,Nashville Business Analysis,116,34,Tech,235675072,Nashville-Business-Analysis
25493984,Athletes Connecting with Athletes,36,32,Sports & Recreation,233083796,Athletes-Connecting-with-Athletes
24431556,Random Nashville Fun,254,31,Socializing,22062221,Random-Nashville-Fun
18556100,Nashville Wakeboarding and surfing Meetup,124,32,Sports & Recreation,109094062,Nashville-Wakeboarding-Meetup
18549379,Craft Beer Lovers of Nashville Meetup,906,10,Food & Drink,185448684,Craft-Beer-Lovers-of-Nashville-Meetup
22021463,Nashville Bloggers,260,34,Tech,215402116,Nashville-Bloggers
21933145,The Wild Woman Project - Nashville,137,22,New Age & Spirituality,143624072,The-Wild-Woman-Project-Nashville
21724210,Nashville Beauty Industry Meetup,160,8,Fashion & Beauty,8417201,Nashville-Beauty-Industry-Meetup
18602480,Nashville Skiing Meetup,477,23,Outdoors & Adventure,8346884,Nashville-Skiing-Meetup
18977219,Nashville Professional Photography Meetup by ASMP Tennessee,206,2,Career & Business,193411935,Nashville-Professional-Photography-Meetup-by-ASMP-Nashville
