member_id,group_id,weight
201680292,19277993,13
202028316,19277993,2
202870163,19277993,2
202906542,19277993,1
203173660,19277993,3
203282391,19277993,1
204153614,19277993,1
204419131,19277993,12
204426507,19277993,4
204840680,19277993,1
204960806,19277993,5
205085635,19277993,11
205335355,19277993,1
205780937,19277993,2
205916686,19277993,1
206165705,19277993,1
206542079,19277993,1
206598883,19277993,2
206599239,19277993,1
206725618,19277993,2
206742428,19277993,2
206748428,19277993,4
207034817,19277993,2
207061281,19277993,1
207185905,19277993,1
207474814,19277993,1
207741466,19277993,2
207978090,19277993,2
208626642,19277993,1
208841814,19277993,5
208946987,19277993,1
209019191,19277993,1
209022746,19277993,2
209078263,19277993,3
209243381,19277993,6
209512622,19277993,1
209842501,19277993,3
210204698,19277993,1
210320785,19277993,1
210333094,19277993,1
210347394,19277993,2
210689617,19277993,2
210816303,19277993,1
211366231,19277993,5
211941374,19277993,1
211989895,19277993,3
211998902,19277993,1
212356550,19277993,2
212538180,19277993,1
212569310,19277993,2
212880490,19277993,1
213875271,19277993,2
214085642,19277993,2
214705629,19277993,1
214759070,19277993,1
214761951,19277993,4
214867058,19277993,1
214888554,19277993,1
214927387,19277993,1
215114617,19277993,1
215659281,19277993,1
216009641,19277993,1
216673978,19277993,3
216748395,19277993,1
216789432,19277993,1
216866901,19277993,8
216923954,19277993,3
217449348,19277993,1
217821513,19277993,1
217867797,19277993,1
217948339,19277993,1
217953476,19277993,2
219530472,19277993,1
219586834,19277993,8
219798958,19277993,1
219867361,19277993,1
220614626,19277993,3
221251986,19277993,1
221311902,19277993,3
221737460,19277993,1
222025229,19277993,1
222045706,19277993,1
222145950,19277993,1
222300882,19277993,1
222497767,19277993,1
222588274,19277993,1
222897145,19277993,3
222960010,19277993,1
223384586,19277993,1
224702678,19277993,1
225054169,19277993,1
225172061,19277993,1
225223954,19277993,1
225289289,19277993,1
225306413,19277993,1
225417090,19277993,1
225417797,19277993,1
226888239,19277993,4
227201818,19277993,1
227446500,19277993,1
227587232,19277993,1
228269454,19277993,1
229310518,19277993,1
229418539,19277993,1
229914179,19277993,2
230117068,19277993,1
230528424,19277993,1
231676557,19277993,1
233747012,19277993,1
235792627,19277993,1
236512528,19277993,1
237699048,19277993,1
238516470,19277993,1
238713924,19277993,1
2069,17467312,1
128185,17467312,1
247029,17467312,1
1909887,17467312,1
2896514,17467312,2
3246917,17467312,3
3408426,17467312,1
3661197,17467312,4
4169858,17467312,1
4193895,17467312,11
4211111,17467312,1
4353024,17467312,2
4389320,17467312,1
4583759,17467312,2
4816173,17467312,2
4940157,17467312,2
5900662,17467312,10
6013130,17467312,7
6468907,17467312,3
7643395,17467312,1
7981818,17467312,1
8228323,17467312,2
9657641,17467312,3
9986685,17467312,4
10560415,17467312,2
10738448,17467312,1
11832553,17467312,1
11872972,17467312,3
12307860,17467312,1
12688278,17467312,1
13399973,17467312,1
13783999,17467312,1
13814003,17467312,4
14129264,17467312,1
14593999,17467312,2
14638667,17467312,3
15270451,17467312,1
16598561,17467312,1
18382441,17467312,1
24889702,17467312,1
25765422,17467312,1
28988302,17467312,3
31487922,17467312,2
34817302,17467312,4
38783652,17467312,1
43237102,17467312,1
50233702,17467312,6
53121132,17467312,2
54437942,17467312,25
57169392,17467312,2
59313302,17467312,1
60802462,17467312,1
61128582,17467312,1
63282212,17467312,1
63821422,17467312,1
64429432,17467312,6
67315132,17467312,8
70666292,17467312,1
71327802,17467312,1
71851852,17467312,4
71854632,17467312,3
73243812,17467312,1
73329392,17467312,11
76688702,17467312,1
82204922,17467312,1
85437112,17467312,2
85552772,17467312,18
85557392,17467312,2
92644982,17467312,2
96240802,17467312,2
96329502,17467312,1
96827312,17467312,1
101457082,17467312,14
105170352,17467312,6
108490052,17467312,1
110489102,17467312,4
111704482,17467312,2
113522242,17467312,8
115296842,17467312,2
117760522,17467312,1
119047942,17467312,1
120761882,17467312,2
121431352,17467312,1
125677922,17467312,1
126066112,17467312,5
127214502,17467312,2
129122472,17467312,1
130503622,17467312,1
135113782,17467312,2
139457262,17467312,1
141376462,17467312,2
144139422,17467312,1
151878492,17467312,4
154297762,17467312,1
157248622,17467312,1
157915572,17467312,1
158505502,17467312,2
158781422,17467312,13
160338602,17467312,1
168261002,17467312,5
170270452,17467312,6
173446392,17467312,1
177624852,17467312,15
180863482,17467312,17
182810851,17467312,1
182814931,17467312,1
182823823,17467312,4
182983777,17467312,1
183015093,17467312,1
183029100,17467312,1
183225365,17467312,1
183355392,17467312,4
183378188,17467312,1
183447968,17467312,1
183613837,17467312,1
183636449,17467312,1
183659437,17467312,1
183750106,17467312,1
184328214,17467312,1
184437777,17467312,8
184920661,17467312,2
185941640,17467312,1
185967601,17467312,1
186009000,17467312,1
186700791,17467312,8
187002184,17467312,1
187188675,17467312,1
187520683,17467312,1
187866086,17467312,2
188147962,17467312,2
188209941,17467312,1
188612875,17467312,1
189910252,17467312,1
190664107,17467312,3
190787043,17467312,2
191223779,17467312,1
191781789,17467312,1
191814735,17467312,13
191819003,17467312,1
192809184,17467312,1
193063144,17467312,2
193185381,17467312,1
194768312,17467312,1
195808038,17467312,1
196390199,17467312,1
196618544,17467312,2
196925637,17467312,4
198035194,17467312,2
199075780,17467312,1
199130686,17467312,1
199170497,17467312,1
199981939,17467312,1
200750517,17467312,1
201154548,17467312,1
202794682,17467312,2
203160990,17467312,1
203315975,17467312,1
204081245,17467312,3
204156921,17467312,1
204427351,17467312,1
204614028,17467312,3
204878170,17467312,1
204923809,17467312,1
205330458,17467312,2
208025465,17467312,5
208426796,17467312,1
211428312,17467312,1
213237301,17467312,1
214688193,17467312,3
215065731,17467312,1
215085358,17467312,1
215970349,17467312,1
217160398,17467312,2
217717031,17467312,1
217775215,17467312,2
217819296,17467312,1
219318584,17467312,1
219472223,17467312,1
221824283,17467312,1
222212836,17467312,1
223258519,17467312,1
223344208,17467312,2
223756638,17467312,1
223756815,17467312,1
224455577,17467312,1
224814154,17467312,1
224824626,17467312,1
225172061,17467312,1
229142187,17467312,1
229158454,17467312,1
229182544,17467312,1
229585822,17467312,1
229663748,17467312,4
230131151,17467312,2
232433129,17467312,2
232777960,17467312,1
2069,11862932,2
414065,11862932,1
2659646,11862932,1
4211111,11862932,1
4353024,11862932,1
4940157,11862932,2
5900662,11862932,1
7816806,11862932,1
8521728,11862932,8
9005384,11862932,6
10309794,11862932,1
10355005,11862932,6
10749993,11862932,22
11648968,11862932,8
13015711,11862932,6
13348144,11862932,10
13766608,11862932,1
14638667,11862932,4
23540031,11862932,7
28477882,11862932,1
29132352,11862932,1
32636402,11862932,1
33828812,11862932,1
33991242,11862932,3
38906242,11862932,3
39303612,11862932,4
43105702,11862932,1
47572122,11862932,1
49850062,11862932,1
53484892,11862932,4
60195472,11862932,2
61262282,11862932,1
76743532,11862932,6
86263532,11862932,1
102695132,11862932,1
102889902,11862932,9
104244222,11862932,1
110860542,11862932,2
114216102,11862932,1
126066112,11862932,2
147690502,11862932,11
150950602,11862932,1
154251402,11862932,1
162627572,11862932,19
170557622,11862932,1
177135382,11862932,1
182608187,11862932,1
183586944,11862932,1
183825623,11862932,3
184437777,11862932,2
185250402,11862932,1
186777303,11862932,1
187246671,11862932,1
187732480,11862932,3
187904554,11862932,7
187951183,11862932,2
188052658,11862932,6
189938452,11862932,3
193758164,11862932,1
194730096,11862932,1
194780487,11862932,1
194866070,11862932,1
195153501,11862932,2
197064567,11862932,1
197976565,11862932,3
198017355,11862932,4
198035194,11862932,1
198122159,11862932,13
198331825,11862932,1
198334785,11862932,4
198583489,11862932,1
198667802,11862932,1
198777605,11862932,1
199603561,11862932,6
199887106,11862932,1
199972329,11862932,1
200007551,11862932,2
200391814,11862932,2
200597866,11862932,2
202203532,11862932,1
203579328,11862932,1
204840100,11862932,1
204885517,11862932,1
204940466,11862932,5
205330458,11862932,2
206403963,11862932,2
206598883,11862932,1
207098352,11862932,1
208379766,11862932,5
208885338,11862932,1
210204698,11862932,2
210366603,11862932,1
211977997,11862932,1
213965673,11862932,1
216752782,11862932,1
217220069,11862932,11
217464650,11862932,1
217825368,11862932,1
219502636,11862932,2
220556467,11862932,3
222519202,11862932,1
224154899,11862932,1
225349156,11862932,4
225649382,11862932,2
225797989,11862932,2
226322057,11862932,1
227190647,11862932,6
227589665,11862932,6
227742472,11862932,2
227909011,11862932,4
228055175,11862932,1
228864518,11862932,1
229071466,11862932,2
229144245,11862932,6
229637677,11862932,2
230753190,11862932,1
2069,11625832,4
42506,11625832,4
1939496,11625832,3
2896514,11625832,15
3246917,11625832,3
3438546,11625832,13
3661197,11625832,2
4169858,11625832,2
4393825,11625832,13
4413235,11625832,1
5351550,11625832,1
5739749,11625832,1
5783863,11625832,3
7217653,11625832,1
7222138,11625832,3
7333165,11625832,6
7606093,11625832,1
7658930,11625832,2
7670958,11625832,1
7712083,11625832,1
7752299,11625832,2
7813939,11625832,1
7981818,11625832,14
8228323,11625832,1
8688363,11625832,2
8731661,11625832,10
9005384,11625832,1
9363105,11625832,1
9852711,11625832,11
9917104,11625832,1
9946829,11625832,2
10085652,11625832,1
10223251,11625832,1
10309794,11625832,1
10853675,11625832,1
11028407,11625832,1
11288886,11625832,1
11804293,11625832,6
11832553,11625832,2
11872972,11625832,1
12074359,11625832,3
12140530,11625832,16
12248783,11625832,2
12541555,11625832,2
12579661,11625832,9
12625982,11625832,1
12853877,11625832,8
13141514,11625832,3
13214587,11625832,2
13606604,11625832,15
13812470,11625832,10
14020645,11625832,1
14219098,11625832,1
14403986,11625832,4
14466241,11625832,1
14568344,11625832,2
14589429,11625832,1
14593999,11625832,1
15360711,11625832,1
15529121,11625832,2
19147021,11625832,7
20105041,11625832,4
21990171,11625832,1
23229581,11625832,1
23897412,11625832,3
25228452,11625832,1
25691792,11625832,1
26576702,11625832,2
27531452,11625832,1
29017132,11625832,1
30123762,11625832,25
30145882,11625832,1
32007512,11625832,5
32214442,11625832,4
33016112,11625832,1
33828812,11625832,4
34208282,11625832,7
34817302,11625832,3
35949012,11625832,1
35949052,11625832,1
36925522,11625832,1
38584482,11625832,4
38665162,11625832,5
38852502,11625832,9
39926142,11625832,4
40152352,11625832,1
43237102,11625832,6
44882152,11625832,1
45569562,11625832,4
48232882,11625832,3
48545422,11625832,1
49816142,11625832,1
49850062,11625832,4
51689852,11625832,1
53121132,11625832,2
53191892,11625832,2
53439252,11625832,2
53788772,11625832,4
55029192,11625832,13
55920722,11625832,1
57169392,11625832,3
57907252,11625832,25
58223312,11625832,4
58462212,11625832,1
58628942,11625832,1
59013012,11625832,1
59507012,11625832,1
60802462,11625832,2
62050212,11625832,11
62103862,11625832,8
62630612,11625832,2
63821422,11625832,1
65072762,11625832,1
66609162,11625832,1
69411382,11625832,3
71531062,11625832,2
71851852,11625832,11
72177052,11625832,4
73042822,11625832,4
73329392,11625832,1
73895512,11625832,3
75873682,11625832,1
76743532,11625832,1
79288822,11625832,1
79762332,11625832,1
80278962,11625832,1
81217232,11625832,7
82209622,11625832,1
82911172,11625832,1
86024262,11625832,2
86402252,11625832,2
87675622,11625832,1
90430042,11625832,1
92795252,11625832,1
93358632,11625832,3
93428882,11625832,5
95168392,11625832,2
95476352,11625832,1
98835872,11625832,4
100316012,11625832,1
100367272,11625832,4
101312342,11625832,5
104115482,11625832,1
105104652,11625832,1
105538032,11625832,1
109609782,11625832,1
110923962,11625832,1
110999952,11625832,9
111917572,11625832,2
113032392,11625832,3
113482852,11625832,2
113522242,11625832,3
115662482,11625832,1
119899042,11625832,1
120303082,11625832,1
120761882,11625832,6
121334792,11625832,27
124378502,11625832,2
126309962,11625832,15
127214502,11625832,8
127994682,11625832,2
128117352,11625832,1
129122472,11625832,1
132012862,11625832,1
132559112,11625832,3
132968302,11625832,11
134171762,11625832,1
135113782,11625832,10
135819732,11625832,4
136399942,11625832,2
138764482,11625832,1
138867992,11625832,7
140339832,11625832,2
141376462,11625832,1
141620062,11625832,1
142444202,11625832,1
142789332,11625832,1
142930732,11625832,1
143437442,11625832,11
143759992,11625832,1
145088312,11625832,1
145868102,11625832,5
149568122,11625832,2
149686322,11625832,3
152011532,11625832,1
152213612,11625832,1
152457842,11625832,1
153322372,11625832,1
153676732,11625832,2
154179502,11625832,1
154354712,11625832,1
154569692,11625832,1
155191662,11625832,1
155258552,11625832,1
155888802,11625832,3
156626172,11625832,6
156736372,11625832,1
157020682,11625832,2
157248622,11625832,1
157288432,11625832,1
159228992,11625832,1
162747192,11625832,2
171188212,11625832,1
173769292,11625832,1
173858412,11625832,1
174212922,11625832,2
174246072,11625832,1
174577162,11625832,1
175300482,11625832,1
176128392,11625832,2
177135382,11625832,6
177977752,11625832,1
178090242,11625832,1
180698772,11625832,2
182501037,11625832,7
182525541,11625832,2
182591120,11625832,2
182823823,11625832,1
182992991,11625832,8
183015093,11625832,3
183056813,11625832,1
183148130,11625832,1
183378188,11625832,3
183535235,11625832,1
183564319,11625832,8
183727389,11625832,1
183825623,11625832,3
184019319,11625832,4
184117514,11625832,2
184135445,11625832,1
184185824,11625832,5
184251699,11625832,2
184280399,11625832,2
184359365,11625832,1
184389351,11625832,3
184547023,11625832,19
184770847,11625832,2
184971649,11625832,1
185009650,11625832,1
185182915,11625832,7
185214546,11625832,1
185358570,11625832,3
185367567,11625832,2
185771141,11625832,3
185776715,11625832,1
185810527,11625832,1
185985798,11625832,1
186005970,11625832,1
186045687,11625832,1
186111235,11625832,1
186492901,11625832,1
187254868,11625832,2
187353081,11625832,2
187613627,11625832,3
187648503,11625832,1
187660868,11625832,1
187951183,11625832,2
188182242,11625832,1
188295207,11625832,2
188661696,11625832,2
188847988,11625832,1
188972315,11625832,3
189316019,11625832,1
189347481,11625832,1
189578984,11625832,3
189887587,11625832,3
189973217,11625832,5
190091171,11625832,1
190213084,11625832,2
190272148,11625832,2
190499461,11625832,3
190834875,11625832,2
190938988,11625832,1
190983789,11625832,1
191059701,11625832,1
191135384,11625832,4
191186119,11625832,1
191200422,11625832,1
191308717,11625832,1
191426144,11625832,4
191452557,11625832,1
191819003,11625832,1
192170178,11625832,1
192316228,11625832,1
192899035,11625832,10
192957263,11625832,1
193050180,11625832,3
193175352,11625832,1
193609612,11625832,1
193681740,11625832,2
193752364,11625832,2
193867008,11625832,1
194016549,11625832,1
194095164,11625832,1
194099532,11625832,3
194153351,11625832,1
194197206,11625832,1
194219253,11625832,2
194381707,11625832,1
194813058,11625832,1
194883200,11625832,4
195328266,11625832,5
195329871,11625832,1
195581088,11625832,1
195750926,11625832,1
195767229,11625832,2
195799113,11625832,2
195806604,11625832,1
196515694,11625832,3
196664025,11625832,2
196907167,11625832,1
197016277,11625832,1
197347447,11625832,1
197376374,11625832,8
197630409,11625832,2
197671877,11625832,1
197674291,11625832,1
197731890,11625832,10
197737828,11625832,1
197759787,11625832,1
197913247,11625832,1
197928971,11625832,2
198023758,11625832,9
198035194,11625832,1
198090904,11625832,1
198128679,11625832,1
198334785,11625832,1
198440790,11625832,1
198726996,11625832,3
198785980,11625832,1
199075147,11625832,11
199130686,11625832,1
199238890,11625832,2
199321351,11625832,1
199327908,11625832,1
199340802,11625832,1
199396025,11625832,2
199435099,11625832,2
199597935,11625832,1
199801302,11625832,2
200636299,11625832,1
200656606,11625832,1
200777643,11625832,1
200842069,11625832,1
201249049,11625832,1
201309823,11625832,1
201502786,11625832,2
201636697,11625832,1
201857441,11625832,3
201861629,11625832,1
202028316,11625832,1
202203532,11625832,1
202710805,11625832,1
202787796,11625832,1
202812849,11625832,2
202882025,11625832,16
202907404,11625832,3
202938144,11625832,3
202978621,11625832,2
203239640,11625832,1
203664064,11625832,1
204129504,11625832,3
204412550,11625832,1
204479532,11625832,3
204609819,11625832,1
204843833,11625832,12
204885517,11625832,1
204901926,11625832,1
204914631,11625832,2
204958407,11625832,6
205227586,11625832,1
205279429,11625832,1
205330458,11625832,3
205615786,11625832,1
205780937,11625832,2
205858479,11625832,1
205860494,11625832,3
205937561,11625832,12
205958098,11625832,2
206198140,11625832,1
206240756,11625832,4
206481851,11625832,1
206542079,11625832,1
206726441,11625832,3
206806749,11625832,1
206822440,11625832,1
207053119,11625832,1
207118547,11625832,1
208139980,11625832,1
208425479,11625832,6
208429247,11625832,4
208430481,11625832,1
208430646,11625832,3
208946987,11625832,2
208949319,11625832,4
208991302,11625832,1
209082365,11625832,1
209738519,11625832,4
209817672,11625832,1
209842501,11625832,1
210189290,11625832,1
210614410,11625832,1
210836188,11625832,1
211271973,11625832,3
211585840,11625832,3
211596798,11625832,1
211626236,11625832,4
211656831,11625832,1
211844922,11625832,2
211998902,11625832,5
212764291,11625832,3
212809286,11625832,4
213360425,11625832,1
213883995,11625832,2
214041709,11625832,1
214049144,11625832,1
214085642,11625832,1
214116347,11625832,1
214275739,11625832,10
214350596,11625832,1
214480697,11625832,2
214688193,11625832,7
214729620,11625832,4
214761951,11625832,1
214765518,11625832,1
215065731,11625832,2
215188854,11625832,1
215233420,11625832,1
215695992,11625832,1
216304685,11625832,1
216550429,11625832,3
216660454,11625832,1
216743295,11625832,1
216748395,11625832,1
216782046,11625832,1
216892372,11625832,3
216962893,11625832,1
217160398,11625832,4
217309361,11625832,2
217378572,11625832,2
217562544,11625832,3
217563086,11625832,2
217749308,11625832,2
217754475,11625832,2
217825368,11625832,2
217856665,11625832,3
218245402,11625832,2
218287357,11625832,1
219181828,11625832,1
219201662,11625832,2
219463047,11625832,1
219502636,11625832,3
219740646,11625832,1
219758760,11625832,1
219809048,11625832,1
219876597,11625832,1
219938015,11625832,3
220289486,11625832,2
220663433,11625832,1
220705747,11625832,1
220787633,11625832,1
221128997,11625832,2
221191725,11625832,3
221587497,11625832,1
221750289,11625832,1
222153711,11625832,1
222225352,11625832,2
222288505,11625832,2
222356790,11625832,1
222552028,11625832,2
222934157,11625832,2
222960010,11625832,1
223378257,11625832,1
223421595,11625832,1
224308582,11625832,1
224308745,11625832,3
224850724,11625832,1
224978753,11625832,2
225120700,11625832,2
225412049,11625832,2
225546676,11625832,4
225797989,11625832,1
225859679,11625832,1
225904099,11625832,3
226185646,11625832,1
226212530,11625832,2
226518103,11625832,5
226865472,11625832,1
227251282,11625832,3
227587232,11625832,1
227733392,11625832,3
228198627,11625832,1
228533008,11625832,1
229121218,11625832,1
229643678,11625832,3
230028756,11625832,4
230516487,11625832,1
230753190,11625832,1
230754445,11625832,1
230914457,11625832,3
231254596,11625832,1
231297477,11625832,6
231553070,11625832,1
231779693,11625832,1
232105953,11625832,4
232300966,11625832,1
232311841,11625832,1
232376470,11625832,1
232477169,11625832,1
232676485,11625832,5
232740190,11625832,1
233601566,11625832,1
234109593,11625832,1
234179814,11625832,1
234324964,11625832,1
234719094,11625832,2
234785133,11625832,1
234800842,11625832,1
236438111,11625832,1
236998384,11625832,1
237110939,11625832,1
237392126,11625832,1
237642878,11625832,1
237645407,11625832,1
237869773,11625832,1
239680203,11625832,1
2069,18855476,1
7534345,18855476,1
8273538,18855476,1
9645042,18855476,1
13435455,18855476,1
13452195,18855476,3
14948621,18855476,1
18382441,18855476,1
28877852,18855476,1
34208282,18855476,1
36925522,18855476,1
39488342,18855476,1
48232882,18855476,3
69235212,18855476,1
80278962,18855476,1
82209622,18855476,1
98440922,18855476,1
106156082,18855476,2
123362442,18855476,2
123992672,18855476,3
129122472,18855476,1
138867992,18855476,5
151315052,18855476,1
182372032,18855476,1
182983777,18855476,1
185116552,18855476,1
186045687,18855476,1
186165686,18855476,2
187199378,18855476,6
188747610,18855476,1
190827039,18855476,1
191727815,18855476,3
191769354,18855476,9
192031693,18855476,1
193434746,18855476,1
194078775,18855476,1
194219253,18855476,1
194426354,18855476,2
194665246,18855476,1
194719509,18855476,4
195136851,18855476,1
196390199,18855476,1
196613925,18855476,1
197628527,18855476,1
197698405,18855476,1
197929760,18855476,13
198073317,18855476,1
198075659,18855476,2
198355327,18855476,1
198522856,18855476,1
198899767,18855476,1
199278110,18855476,1
199420454,18855476,1
199970605,18855476,1
200224182,18855476,1
200479586,18855476,1
200560661,18855476,2
200903545,18855476,6
200912360,18855476,1
201525777,18855476,1
203244569,18855476,1
203277690,18855476,1
204967878,18855476,1
206240756,18855476,1
206481851,18855476,4
206617724,18855476,1
213474544,18855476,1
216255534,18855476,1
216892372,18855476,1
218173260,18855476,1
222906709,18855476,1
223738717,18855476,1
225188047,18855476,1
227186615,18855476,1
227263418,18855476,1
228404343,18855476,1
229362387,18855476,1
238452833,18855476,1
2069,17872862,1
625050,17872862,2
1746239,17872862,2
1939496,17872862,1
2191616,17872862,14
3126734,17872862,1
3197302,17872862,1
3438546,17872862,1
5900662,17872862,4
7217653,17872862,13
7712083,17872862,1
7768516,17872862,4
7981818,17872862,8
10764499,17872862,2
11387717,17872862,1
11474183,17872862,2
12753254,17872862,1
13413882,17872862,4
13496308,17872862,1
13783999,17872862,3
13812470,17872862,1
20781521,17872862,3
30123762,17872862,2
34817302,17872862,1
41993192,17872862,3
43463402,17872862,3
47572122,17872862,1
49816142,17872862,1
53121132,17872862,1
62111092,17872862,1
69568352,17872862,1
82016612,17872862,1
95625892,17872862,1
105601402,17872862,1
114279782,17872862,1
114893822,17872862,2
119047942,17872862,1
120681332,17872862,2
123370602,17872862,6
126066112,17872862,1
131807052,17872862,1
132277442,17872862,1
132968302,17872862,2
160995592,17872862,1
161054102,17872862,2
169241162,17872862,1
170710802,17872862,1
177135382,17872862,2
181103802,17872862,1
181545832,17872862,1
182570644,17872862,1
183447968,17872862,6
184117514,17872862,1
184157841,17872862,1
184268293,17872862,1
184917918,17872862,10
185658583,17872862,3
186111235,17872862,3
186654507,17872862,2
187277518,17872862,1
187732480,17872862,1
187828500,17872862,1
188406027,17872862,1
188592982,17872862,1
188797991,17872862,1
190363122,17872862,1
190840678,17872862,1
191275615,17872862,1
191291695,17872862,1
192823599,17872862,2
193867008,17872862,6
194099532,17872862,3
194153351,17872862,1
195145042,17872862,1
195831418,17872862,1
196834661,17872862,1
197928971,17872862,3
198004717,17872862,1
198309639,17872862,3
198734366,17872862,1
199261001,17872862,1
199363521,17872862,1
200256169,17872862,2
201249049,17872862,7
201446209,17872862,1
202028316,17872862,2
202732862,17872862,1
203721789,17872862,1
206494409,17872862,3
207978090,17872862,1
208874160,17872862,1
208885338,17872862,1
208946987,17872862,2
209243381,17872862,3
209750091,17872862,2
210384985,17872862,2
210676134,17872862,3
211366231,17872862,4
211778965,17872862,1
213477268,17872862,1
214085642,17872862,1
214305822,17872862,1
217449348,17872862,4
217464650,17872862,1
217700623,17872862,1
217869555,17872862,2
220657623,17872862,1
221311902,17872862,2
221507563,17872862,1
222960010,17872862,1
223374829,17872862,1
225120700,17872862,1
226962619,17872862,2
236353961,17872862,1
236919129,17872862,1
2069,405938,3
750364,405938,3
2417378,405938,3
2809129,405938,24
3246917,405938,32
4816173,405938,31
5900662,405938,3
6013130,405938,3
6160486,405938,1
6223085,405938,1
6468907,405938,35
7519492,405938,1
7890025,405938,1
8221102,405938,1
8228323,405938,1
11680475,405938,1
14593999,405938,1
14638667,405938,6
23090611,405938,1
26658362,405938,1
31487922,405938,1
33828812,405938,1
34817302,405938,1
50233702,405938,17
54437942,405938,2
57169392,405938,1
59013012,405938,2
61980732,405938,1
64429432,405938,2
71327802,405938,1
80430062,405938,2
87193852,405938,6
94265632,405938,2
96240802,405938,2
104166382,405938,2
126066112,405938,6
129122472,405938,1
134883962,405938,1
135819732,405938,1
145446142,405938,1
148793032,405938,1
158781422,405938,1
161852402,405938,2
170862852,405938,2
176391672,405938,5
182823289,405938,1
183225365,405938,1
183825623,405938,1
184437777,405938,3
185368908,405938,1
191758172,405938,1
192434667,405938,3
196925637,405938,11
197851593,405938,1
198035194,405938,1
198193355,405938,1
199450588,405938,1
205330458,405938,2
205598004,405938,9
206577016,405938,3
207263492,405938,2
208178909,405938,2
209380006,405938,1
210903264,405938,3
212593454,405938,1
212686319,405938,1
214981988,405938,1
215085358,405938,1
219552884,405938,3
225797989,405938,1
227533486,405938,1
229182544,405938,1
231878786,405938,1
231916864,405938,1
232371172,405938,1
232433129,405938,3
234905789,405938,1
238025339,405938,1
239053385,405938,1
8386,18573279,2
3710232,18573279,1
8730254,18573279,1
9800543,18573279,2
37612682,18573279,1
65662402,18573279,4
