event_id,group_id,name,time
243869312,20586888,"Wine Down Thursday, Murfreesboro",2017-10-05 22:00:00
243711769,20586888,Happy Hour Wednesday ,2017-09-28 00:00:00
243240368,20586888,3rd Weds. Lunch mixer at O'Charleys,2017-09-20 16:30:00
243075137,20586888,1st Tuesday Ladies Lunch at Chili's Bellevue,2017-09-05 16:30:00
242775576,20586888,Lunch Mixer at O'Charley'­s on Thursday,2017-08-24 16:30:00
241779221,20586888,Networking Lunch at O'Charley'­­s Bellevue Thursday July 20,2017-07-21 04:30:00
240191942,20586888,"Ladies Lunch Social at O'Charley's Bellevue on Thursday, June 1",2017-06-01 18:00:00
240041511,20586888,Cocktails & Networking at the Top May 17,2017-05-17 23:30:00
234867689,20586888,****Meet me at the Business Boutique (2-day event)****,2016-11-04 13:30:00
234847818,20586888,First meet up *** Happy Hour***,2016-10-26 23:00:00
nvrmwnywnbzb,26290037,Come to this FREE meeting to learn more about our Digital Currency Software,2017-10-20
zmrsvnywnbkb,25924179,Schedule a Meetup,2017-10-07 22:00:00
243717563,26069682,Join the Essential Oil Journey (Evening Hours!),2017-10-10 23:00:00
zjjbvnywnbmb,26069682,Join The Essential Oil Journey,2017-10-09 15:00:00
243649886,24924087,Franklin/Nashville Parental Alienation Support,2017-10-26 23:30:00
242809790,24924087,Franklin/Nashville Parental Alienation Support,2017-09-21 23:30:00
242094947,24924087,Franklin/Nashville Parental Alienation Support,2017-08-24 23:30:00
241556640,24924087,Franklin/Nashville Parental Alienation Support,2017-07-27 23:30:00
240463114,24107423,Saturday June 3rd First Meetup For Witch's United,2017-06-03 16:00:00
pjpnwnywnbwb,26296592,Bring your business cards and be ready to tell about yourself,2017-10-18
thpnwnywnbwb,26296592,Bring your business cards and be ready to tell about yourself,2017-10-18
243191812,25828941,WORKSHOP EXCLUSIVELY FOR WOMEN: How Not to Run Out of Money in Retirement,2017-10-10 23:30:00
244176688,26207526,We're on!  Our first meetup opportunity is here!,2017-10-16 23:15:00
244260247,24811380,Free Music Day @ Schermerhorn!,2017-10-21 17:00:00
243952541,24811380,Southern Festival of Books,2017-10-13 17:00:00
242620496,24811380,Volunteer Opportunity @ Southern Festival of Books,2017-09-30 17:00:00
243534371,24811380,Kenny Loggins at Nashville Symphony,2017-09-30 00:00:00
241622756,24811380,Solar Eclipse Viewing Party & Festival @ Adventure Science Center,2017-08-21 15:00:00
242493691,24811380,"Flash Movie ""Girls Trip""",2017-08-13 20:00:00
241622468,24811380,Marigolds Author Coffee & Conversation @ The Avenue,2017-07-29 18:00:00
241361103,24811380,Lunch @ Salsa Puerto Rican and Latin Cuisine in the Gulch,2017-07-22 19:00:00
240244969,23972116,The Great Meeting,2017-06-01 17:00:00
nwnntnywnbgc,25996638,Tuesday Meeting,2017-10-24 12:00:00
cjvbwnywnbgc,25996638,Tuesday Networking,2017-10-24 12:00:00
nwnntnywnbwb,25996638,Tuesday Meeting,2017-10-17 12:00:00
cjvbwnywnbwb,25996638,Tuesday Networking,2017-10-17 12:00:00
nwnntnywnbnb,25996638,Tuesday Meeting,2017-10-10 12:00:00
nwnntnywnbfb,25996638,Tuesday Meeting,2017-10-03 12:00:00
zwgntnywnbjc,25988957,Motivate and support other diabetics on their path to greater well-being.,2017-10-27
zwgntnywnbzb,25988957,Motivate and support other diabetics on their path to greater well-being.,2017-10-20
241215543,24750651,Tennessee Brew Works- first meeting!,2017-07-19 00:30:00
244479480,26282355,Moss Wright Park Meetup,2017-10-28 12:30:00
244293547,26282355,Moss Right Park,2017-10-21 13:00:00
244246979,26282355,Moss Right Park,2017-10-17 23:00:00
241173421,23968092,Picnic and Hack at Old Stone Fort,2017-07-08 18:00:00
240970877,23968092,Farm and Trivia,2017-06-28 23:00:00
244441929,25707458,Baby Wearing and Stroller (off road) Hike,2017-10-24 15:00:00
243852102,25707458,Baby Wearing Hike 10/3,2017-10-03 15:00:00
243658466,25707458,Baby Wearing Group Hike ,2017-09-26 15:00:00
243468926,25707458,Wed 9/20 Baby Wearing Group Hike,2017-09-20 15:00:00
242971373,25707458,Denise Vaughn's Baby Wearing Group Hike,2017-09-06 15:00:00
233512149,20337962,An Evening of Grace and Conversation,2016-09-10
243739470,26079417,Nashville IIBA 2017 Professional Day - Game Changer,2017-10-25 13:00:00
wnbpkmywnbkc,21651228,"Create  music, video , graphics content for stereo vison.",2017-10-27 22:00:00
wnbpkmywmbmc,21651228,"Create  music, video , graphics content for stereo vison.",2017-09-29 22:00:00
wnbpkmywlbhc,21651228,"Create  music, video , graphics content for stereo vison.",2017-08-25 22:00:00
wnbpkmywkblc,21651228,"Create  music, video , graphics content for stereo vison.",2017-07-28 22:00:00
wnbpkmywjbnc,21651228,"Create  music, video , graphics content for stereo vison.",2017-06-30 22:00:00
wnbpkmywhbjc,21651228,"Create  music, video , graphics content.",2017-05-26 22:00:00
wnbpkmywgblc,21651228,"Create  music, video , graphics content for stereo vison.",2017-04-28 22:00:00
wnbpkmywfbpc,21651228,"Create  music, video , graphics content for stereo vision.",2017-03-31 22:00:00
wnbpkmywfbgb,21651228,Communicate  your audatious  and unique ideas to me in advance.,2017-03-04 18:00:00
wnbpkmywdbgb,21651228,Communicate  your audatious  A/V  music performance  ideas.,2017-02-04 18:00:00
243942299,26159186,Transplant meet up with cocktails,2017-10-14 23:00:00
244492876,25856788,Edwin Warner Park then Lunch!,2017-10-29 15:30:00
244322390,25856788,Saturday Afternoon Ride!,2017-10-21 20:00:00
243916863,25856788,First ride this Friday! (supposed to rain on the weekend),2017-10-06 15:30:00
243406210,25718653,How To Keep Hookah In Nashville,2017-09-30
243637412,25718653,HooKaH HeAdS UniTe!,2017-09-30
243392954,25718653,HooKaH HeAdS UniTe!,2017-09-16
243190553,25718653,Hookah heads First Meet Up.,2017-09-15
244125517,21245706,Introduction to the Landmark Forum,2017-10-14 19:00:00
242338932,21245706,Transform Tennessee River Valley Get Together,2017-08-12 21:00:00
237142654,21245706,1st Meetup,2017-02-01 01:00:00
238411140,21390741,Brews to beat the Brewers,2017-04-15 17:00:00
237329385,21390741,Catchers and Pitchers Report!.... Spring Training 1st Game,2017-02-25 18:00:00
237162810,21390741,Reds Caravan 2017,2017-01-27 23:30:00
241401020,24860224,Exploration into Foster Care,2017-08-03 23:30:00
243132124,25717087,Let's Meet! ,2017-10-12 18:00:00
240296962,24034447,AIP Community Meeting and Potluck,2017-06-17 16:00:00
243775803,25115699,Let's Get Started!  Looking Forward to our First Official Meetup!,2017-10-23 23:30:00
fqspvnywnbhc,26090658,Grace Business Networking Group,2017-10-25 13:00:00
fqspvnywnbxb,26090658,Come to Networking meeting 8:00 AM to Network your business,2017-10-18 13:00:00
fqspvnywnbpb,26090658,Grace Business Networking Group,2017-10-11 13:00:00
sddfvnywnbgb,26090658,Grace Business Networking Group,2017-10-04 13:00:00
242797674,19496778,Let's meet up to support each other and our children with LD/Dyslexia.,2017-09-23 14:00:00
242797792,19496778,Let's walk to raise awareness of LD/Dyslexia,2017-09-17 18:00:00
241687663,19496778,Let's meet up to support each other and our children with LD/Dyslexia.,2017-07-15 14:00:00
237706084,19496778,Let's meet up to support each other and our children with LD/Dyslexia.,2017-05-13 14:00:00
237706071,19496778,POSTPONED DUE TO WEATHER: LD/Dyslexia.,2017-03-11 15:00:00
234477354,19496778,January Support Group,2017-01-21 15:00:00
234477303,19496778,November Support Group,2016-11-19 15:00:00
233258817,19496778,Let's meetup and hear how it's going...,2016-09-17 14:00:00
231336995,19496778,Popsicles on the Playground - Family Event,2016-06-05 20:00:00
229127997,19496778,Winding down the school year - what's your plan for next year?,2016-04-23 14:00:00
228613265,19496778,Let's meet up to support each other and our children with dyslexia.,2016-02-27 15:00:00
244583263,24446290,11th session- Family,2017-10-28 20:00:00
244321194,24446290,10th session- know thyself,2017-10-21 20:00:00
244164027,24446290,Study session- Obsession,2017-10-14 20:00:00
243970739,24446290,Study session-Mediumship,2017-10-07 19:45:00
243748598,24446290,Discussion on the plurality of the worlds,2017-09-30 20:00:00
243524770,24446290,Discussion on discarnation (passing away),2017-09-23 20:00:00
243336901,24446290,Reincarnation discussion,2017-09-16 20:00:00
242958789,24446290,"5th session- Spirit, perispirit and the body",2017-09-09 20:00:00
242730785,24446290,4th session- Spiritism and Allan Kardec,2017-08-26 21:00:00
242575017,24446290,3rd session- Jesus- please send me a message inbox so I can send you the chapter,2017-08-19 21:00:00
242363462,24446290,Meeting #2- God- Please send me your email inbox so I can send you the 1st chptr,2017-08-12 21:00:00
240769837,24446290,UPDATE!!Introducing Spiritism with members from the Charlotte Spiritist Center,2017-08-06 15:30:00
243488298,25972489,Meetup Lunch,2017-10-03 17:00:00
242926475,25694482,Meet and greet..Just us service providers sharing ideas and tips,2017-09-20 21:00:00
fpndtnywnbcc,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-10-21 05:00:00
fpndtnywnbwb,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-10-17 05:00:00
fpndtnywnbsb,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-10-14 05:00:00
fpndtnywnbnb,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-10-10 05:00:00
243396218,24556869,Wrath of Kings: Conquest of Kings Tournament,2017-10-07 17:00:00
fpndtnywnbkb,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-10-07 05:00:00
fpndtnywnbfb,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-10-03 05:00:00
fpndtnywmbnc,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-09-30 05:00:00
fpndtnywmbjc,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-09-26 05:00:00
fpndtnywmbhc,24556869,FALL SEASON III GUILD BALL LEAGUE,2017-09-25 05:00:00
240964986,24556869,Wrath of Kings July 2017 Week 4,2017-07-22 20:00:00
240964840,24556869,Wrath of Kings July 2017 Week 3,2017-07-15 20:00:00
240964642,24556869,Wrath of Kings July 2017 Week 2,2017-07-08 20:00:00
mxrcjnywkbgb,24556869,GC2 - Guild Ball Summer League 2017 (5-Weeks),2017-07-04 23:00:00
240919794,24556869,Wrath of Kings Demo,2017-07-01 20:00:00
mxrcjnywjbkc,24556869,GC2 - Guild Ball Summer League 2017 (5-Weeks),2017-06-27 23:00:00
mxrcjnywjbbc,24556869,GC2 - Guild Ball Summer League 2017 (5-Weeks),2017-06-20 23:00:00
227267904,18914937,SaltConf16,2016-04-19 13:00:00
244073127,25903892,Day of the Dead Face Painting,2017-10-15 19:00:00
243626790,25903892,Nashville's 38th Annual Oktoberfest Parade and Beer Festival,2017-10-07 17:30:00
243627655,25903892,Lunch at Gerst Haus,2017-10-07 16:00:00
243635917,25903892,Day of the Dead Face Painting Techniques,2017-10-01 19:00:00
243560370,25903892,"Coffee First, then Let's Get Costumes at Performance Studios",2017-09-30 15:00:00
229367987,18672773,"Is the Holy Spirit the key to ""COEXIST"" becoming a reality?",2016-03-19 19:00:00
228826479,18672773,Is Christian Unity good for the poor?,2016-02-20 21:00:00
228372137,18672773,"""All Things are Possible with God""",2016-02-06 20:00:00
cfjfjlyvcbnc,18672773,Topic to be announced,2016-01-30 20:00:00
228200220,18672773,With God ALL THINGS ARE POSSIBLE!!!,2016-01-23 20:00:00
cfjfjlyvcbvb,18672773,Topic to be announced,2016-01-16 20:00:00
227760340,18672773,Fate vs. Faith in determining the future,2016-01-09 20:00:00
cfjfjlytqbzb,18672773,Topic to be announced,2015-12-19 20:00:00
cfjfjlytqbhb,18672773,IS God Really Love?,2015-12-05 20:00:00
226440187,18672773,Is Eternal Hell Real?,2015-11-14 20:00:00
cfjfjlytpbkb,18672773,Topic to be announced,2015-11-07 20:00:00
238241648,20822884,"Meetup for iOS equipped,  skilled (at least basic) #RESIST AV producers",2017-03-15 00:00:00
235000790,20822884,Lets gets started ASAP! Before election day? November 7th?,2016-11-08 01:00:00
240006875,22288842,Family Picnic at Bellevue Red Caboose Park,2017-05-20 17:00:00
238501010,22288842,Join Us for Hiking in Edwin Warner Park~,2017-03-26 19:00:00
243301208,25885346,Achilles Nashville Hope & Possibility 5 Miler and 1 Mile Run,2017-10-21 13:00:00
237681964,20573895,CANADIAN ROCKIES GOLF SAVE $200 WITH EARLY BOOKING dbl ocpy,2017-08-06 00:00:00
234642222,20573895,Join us for an awesome Travel and Golf Adventure in the Canadian Rockies August,2017-08-05 19:00:00
242467613,25105164,Nashville Urban Planning October Meet Up,2017-10-07 15:00:00
hvbxpnywnbkb,25105164,Nashville Urban Planning October Meet-Up,2017-10-07 15:00:00
hvbxpnywmbdb,25105164,Nashville Urban Planning September Meet-Up,2017-09-02 15:00:00
241965014,25105164,Monthly Meet-Up to discuss urban planning and new construction in Nashville.,2017-08-05 15:00:00
243040831,25590123,Home Buyer Seminar,2017-09-26 23:30:00
242759624,25590123,Home Buyer Seminar ,2017-08-29 23:30:00
240485098,23040833,Obit movie at the Belcourt,2017-06-08 23:00:00
238779646,23040833,Death Cafe Meeting,2017-04-27 23:00:00
244334721,10032122,Nail Your Theses! The next 500 years of Christianity...,2017-10-24
241901625,10032122,Solar Eclipse After-Party,2017-08-22
240835965,10032122,Amish on Mars: will faith pioneer the final frontier?,2017-07-21
240662909,10032122,Siri & the Soulwhat does A.I. tell us about being human?,2017-06-16
239206676,10032122,"Technological Immortality, Life Extension & Christianity",2017-05-12
238840255,10032122,Can Science & Religion work together to Create a Better Future?,2017-04-14
233091851,18964683,Introduction to Nonprofits/Grantwriting,2016-09-08 19:00:00
232729387,18964683,Basics of Starting and Sustaining a Nonprofit,2016-08-03 19:00:00
242776081,22504351,SHOOT & MINGLE!  (Special Group Rates),2017-09-06 23:00:00
237893575,22504351,Ladies Indoor Range Practice,2017-03-07 00:00:00
sdcmnlyvkbqb,19266450,Let's meet and talk about how to exercise while you rest!,2016-07-12 23:30:00
sdcmnlyvjbsb,19266450,Let's meet and talk about how to exercise while you rest!,2016-06-14 23:30:00
sdcmnlyvhbnb,19266450,Let's meet and talk about how to exercise while you rest!,2016-05-10 23:30:00
sdcmnlyvgbqb,19266450,Let's meet and talk about how to exercise while you rest!,2016-04-12 23:30:00
sdcmnlyvfblb,19266450,Let's meet and talk about how to exercise while you rest!,2016-03-09 00:30:00
sdcmnlyvdbmb,19266450,Let's meet and talk about how to exercise while you rest!,2016-02-10 00:30:00
sdcmnlyvcbqb,19266450,Let's meet and talk about how to exercise while you rest!,2016-01-13 00:30:00
242102031,24616027,Magento 2 B2B demo at the Refinery!,2017-08-31 23:00:00
243305432,25150760,Real Estate Industry And Coffee ,2017-10-11 14:00:00
243556357,25150760,Real Estate And WINE,2017-10-03 22:00:00
243024248,25150760,Real Estate Industry And Coffee ,2017-09-12 14:00:00
243682923,26018023,Bhakti Yoga Public Program (Free of Charge) - October 2017,2017-10-15 21:00:00
243589984,26018023,Bhakti Yoga Public Program (Free of Charge) - September 2017,2017-09-24 21:00:00
239610618,23486559,Cool-Colored Foliage Arrangement,2017-06-16
233793661,20377182,Pure Storage Nashville Meetup at Yazoo Tap Room,2016-09-21 22:00:00
240532499,24038214,Play Ball! ,2017-06-10 16:00:00
230469545,19855182,Open public friendly push hands gathering,2016-04-20 23:30:00
239678500,20836828,Deep - by C.N. Phillips   Book Discussion,2017-10-28 20:00:00
239676973,20836828,Middlesex - Book Discussion,2017-09-30 20:00:00
239676865,20836828,No One is Coming to Save Us - Book Discussion,2017-08-26 20:00:00
239676754,20836828,CANCELLED- Finding Gideon - Book Discussion,2017-07-22 20:00:00
241553652,20836828,CANCELLED- Finding Gideon - Book Discussion,2017-07-10 15:00:00
239265962,20836828,Book Discussion: The Secrets Between These Walls,2017-06-24 20:00:00
237994653,20836828,The Mothers - Book Discussion,2017-05-20 18:00:00
237961610,20836828,The Silent Wife: A Novel - Book Discussion,2017-04-29 20:00:00
238580113,20836828,Ms. Bella Pageant,2017-04-21 23:15:00
237674735,20836828,Forty Acres- Book Discussion,2017-03-25 20:00:00
236777375,20836828,Loving Donovan-Book Discussion,2017-02-18 21:00:00
235699507,20836828,Discussing: The Couple Next Door,2017-01-07 21:00:00
235099346,20836828,Discussing: I Almost Forgot About You by Terri McMillian,2016-11-19 21:00:00
243966491,26040985,BBQ and beer. Poquito espańol. ,2017-10-12 23:00:00
243634313,26040985,Beer and Tacos ?  poquito espańol ...,2017-10-05 23:00:00
235149668,20909584,Inaugural meeting ,2016-11-21 14:00:00
243265876,22930798,FREE Introduction to Hyonosis & NLP (Come Have Fun Learning),2017-09-16 21:00:00
msdswnywnblc,25810092,Monthly Meet and Eat!,2017-10-28 22:30:00
243482025,25810092,Japanese Moon Viewing Celebration,2017-10-08 20:45:00
243482324,25810092,Celebrate Nashville Cultural Festival,2017-10-07 15:00:00
243803866,25810092,Eat and Chat at Seoul Garden,2017-10-01 22:00:00
244278467,26294237,Nashville Cryptocurrency and Ecommerce ,2017-10-20
ctjgqnywnbpb,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-10-11 22:30:00
ctjgqnywnbgb,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-10-04 22:30:00
ctjgqnywmbkc,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-09-27 22:30:00
ctjgqnywmbbc,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-09-20 22:30:00
ctjgqnywmbrb,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-09-13 21:30:00
ctjgqnywmbjb,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-09-06 21:30:00
ctjgqnywlbnc,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-08-30 21:30:00
ctjgqnywlbfc,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-08-23 21:30:00
ctjgqnywlbvb,25493984,Happy Hour At Bar Louie In The Gulch!!!,2017-08-16 21:30:00
243861892,25694632,Networking in The Nations,2017-10-26 22:30:00
243861827,25694632,Networking in The Nations,2017-10-11 13:00:00
243185984,25694632,Networking in The Nations,2017-09-28 22:30:00
243021557,25694632,First Meet - Networking,2017-09-07 12:30:00
241968403,23984060,Essential oil blendology ,2017-08-26 15:00:00
241063498,23984060,Blendology - essential oil blending ,2017-07-22 15:00:00
240240233,23984060,Bring your own essential oils or we will have some available for purchase.,2017-06-24 15:00:00
236909728,20793609,"New Year, New You!!",2017-01-27 01:00:00
235996797,20793609,Dance the Holiday Stress Away,2016-12-09 01:00:00
235252965,20793609,Come enjoy a night of dancing!,2016-11-04 00:00:00
235027271,20793609,Come enjoy a night of dancing!,2016-10-28 00:00:00
243589459,24125934,Socialize and code,2017-10-20
242951707,24125934,Socialize and code,2017-09-22
242533884,24125934,Socialize and code,2017-08-25
242190292,24125934,Socialize and code,2017-08-04
241373487,24125934,Code and socialize,2017-07-14
240634805,24125934,Code and socialize,2017-06-23
240391192,24125934,Code!,2017-06-07
228998222,19494897,Join us for the First Meetup!,2016-03-04
242254396,25273815,Let's meet/greet/ride at Blue Moon Grille at Rock Harbor 3pm Saturday the 12th,2017-08-12 20:00:00
243711311,26069557,"The Interactive Trifecta; Filters, Parameters, and Actions",2017-10-24 22:30:00
dkwpqywnbfc,1037384,Weekly tournament,2017-10-23 23:30:00
dkwpqywnbvb,1037384,Weekly tournament,2017-10-16 23:30:00
dkwpqywnbmb,1037384,Weekly tournament,2017-10-09 23:30:00
dkwpqywnbdb,1037384,Weekly tournament,2017-10-02 23:30:00
dkwpqywmbhc,1037384,Weekly tournament,2017-09-25 23:30:00
dkwpqywmbxb,1037384,Weekly tournament,2017-09-18 23:30:00
dkwpqywmbpb,1037384,Weekly tournament,2017-09-11 23:30:00
dkwpqywmbgb,1037384,Weekly tournament,2017-09-04 23:30:00
dkwpqywlblc,1037384,Weekly tournament,2017-08-28 23:30:00
dkwpqywlbcc,1037384,Weekly tournament,2017-08-21 23:30:00
dkwpqywlbsb,1037384,Weekly tournament,2017-08-14 23:30:00
dkwpqywlbkb,1037384,Weekly tournament,2017-08-07 23:30:00
dkwpqywkbpc,1037384,Weekly tournament,2017-07-31 23:30:00
dkwpqywkbgc,1037384,Weekly tournament,2017-07-24 23:30:00
dkwpqywkbwb,1037384,Weekly tournament,2017-07-17 23:30:00
dkwpqywkbnb,1037384,Weekly tournament,2017-07-10 23:30:00
dkwpqywkbfb,1037384,Weekly tournament,2017-07-03 23:30:00
dkwpqywjbjc,1037384,Weekly tournament,2017-06-26 23:30:00
dkwpqywjbzb,1037384,Weekly tournament,2017-06-19 23:30:00
dkwpqywjbqb,1037384,Weekly tournament,2017-06-12 23:30:00
dkwpqywjbhb,1037384,Weekly tournament,2017-06-05 23:30:00
dkwpqywhbmc,1037384,Weekly tournament,2017-05-29 23:30:00
dkwpqywhbdc,1037384,Weekly tournament,2017-05-22 23:30:00
dkwpqywhbtb,1037384,Weekly tournament,2017-05-15 23:30:00
dkwpqywhblb,1037384,Weekly tournament,2017-05-08 23:30:00
dkwpqywhbcb,1037384,Weekly tournament,2017-05-01 23:30:00
dkwpqywgbgc,1037384,Weekly tournament,2017-04-24 23:30:00
dkwpqywgbwb,1037384,Weekly tournament,2017-04-17 23:30:00
dkwpqywgbnb,1037384,Weekly tournament,2017-04-10 23:30:00
dkwpqywgbfb,1037384,Weekly tournament,2017-04-03 23:30:00
dkwpqywfbkc,1037384,Weekly tournament,2017-03-27 23:30:00
dkwpqywfbbc,1037384,Weekly tournament,2017-03-20 23:30:00
dkwpqywfbrb,1037384,Weekly tournament,2017-03-13 23:30:00
dkwpqywfbjb,1037384,Weekly tournament,2017-03-07 00:30:00
dkwpqywdbkc,1037384,Weekly tournament,2017-02-28 00:30:00
dkwpqywdbbc,1037384,Weekly tournament,2017-02-21 00:30:00
dkwpqywdbrb,1037384,Weekly tournament,2017-02-14 00:30:00
dkwpqywdbjb,1037384,Weekly tournament,2017-02-07 00:30:00
dkwpqywcbnc,1037384,Weekly tournament,2017-01-31 00:30:00
dkwpqywcbfc,1037384,Weekly tournament,2017-01-24 00:30:00
dkwpqywcbvb,1037384,Weekly tournament,2017-01-17 00:30:00
dkwpqywcbmb,1037384,Weekly tournament,2017-01-10 00:30:00
dkwpqywcbdb,1037384,Weekly tournament,2017-01-03 00:30:00
dkwpqyvqbjc,1037384,Weekly tournament,2016-12-27 00:30:00
dkwpqyvqbzb,1037384,Weekly tournament,2016-12-20 00:30:00
dkwpqyvqbqb,1037384,Weekly tournament,2016-12-13 00:30:00
dkwpqyvqbhb,1037384,Weekly tournament,2016-12-06 00:30:00
dkwpqyvpblc,1037384,Weekly tournament,2016-11-29 00:30:00
dkwpqyvpbcc,1037384,Weekly tournament,2016-11-22 00:30:00
dkwpqyvpbsb,1037384,Weekly tournament,2016-11-15 00:30:00
dkwpqyvpbkb,1037384,Weekly tournament,2016-11-08 00:30:00
dkwpqyvnbpc,1037384,Weekly tournament,2016-10-31 23:30:00
dkwpqyvnbgc,1037384,Weekly tournament,2016-10-24 23:30:00
dkwpqyvnbwb,1037384,Weekly tournament,2016-10-17 23:30:00
dkwpqyvnbnb,1037384,Weekly tournament,2016-10-10 23:30:00
dkwpqyvnbfb,1037384,Weekly tournament,2016-10-03 23:30:00
dkwpqyvmbjc,1037384,Weekly tournament,2016-09-26 23:30:00
dkwpqyvmbzb,1037384,Weekly tournament,2016-09-19 23:30:00
dkwpqyvmbqb,1037384,Weekly tournament,2016-09-12 23:30:00
dkwpqyvmbhb,1037384,Weekly tournament,2016-09-05 23:30:00
dkwpqyvlbmc,1037384,Weekly tournament,2016-08-29 23:30:00
