member_id,in_pynash,num_groups,degree,clustering,centrality
209453152,False,1,399,1.0,1.1754861399431947e-06
213745765,False,1,213,1.0,2.174486193289473e-07
6160486,False,14,996,0.18561683921616112,0.003992612184566315
209944678,False,1,145,1.0,1.3687853885821165e-06
233209962,False,1,2,1.0,0.0
193986670,False,1,159,1.0,2.662913970951173e-07
88375412,False,1,88,1.0,1.1410650390777556e-09
217907323,False,1,112,1.0,7.491818648562288e-07
96862332,False,2,241,0.6590940525587828,4.058487103052219e-05
210337917,False,1,138,1.0,5.318591769487996e-08
24641662,False,1,67,1.0,1.784626340044473e-07
185106564,False,2,241,0.6590940525587828,4.058487103052219e-05
187891847,False,1,6,1.0,0.0
13795469,False,1,20,1.0,6.856719837347408e-09
85557392,False,7,761,0.45113078359499276,0.000593706398571053
190939281,False,3,566,0.5777541511616998,0.0004996262969649925
226951319,False,1,159,1.0,5.950310280311627e-07
195657884,False,1,167,1.0,1.6638550968543763e-06
13172898,False,1,26,1.0,3.7399426373010654e-07
117571752,False,1,77,1.0,1.1764960781795793e-08
216367274,False,1,223,1.0,1.2734439589462757e-06
127566002,False,1,118,1.0,7.758233949537011e-07
195231923,False,1,40,1.0,1.212194844012472e-08
143818932,False,1,86,1.0,2.0099253112555995e-07
223051958,False,1,77,1.0,1.1764960781795793e-08
191758521,False,2,463,0.769842828158163,0.000174625947958096
28246202,False,1,58,1.0,1.482511376772839e-07
189857979,False,1,204,1.0,2.684527667340276e-07
230457540,False,1,304,1.0,1.2654128856304858e-06
28573892,False,1,441,1.0,3.8029963227395383e-07
191889613,False,2,237,0.6181077022098262,0.00043548746984545955
12714191,False,1,40,1.0,1.5949132346292207e-08
229376208,False,1,88,1.0,1.1410650390777556e-09
82968792,False,2,16,0.875,0.00042630419228955463
102695132,False,1,15,1.0,4.997516607837332e-09
197722336,False,1,204,1.0,2.684527667340276e-07
174031072,False,4,735,0.40614283860683237,0.0034805051845790513
45449442,False,2,268,0.7912963273520041,4.3306018261354656e-05
80380132,False,1,76,1.0,8.821219168681352e-08
232030443,False,1,344,1.0,7.701120776973185e-09
215318765,False,1,238,1.0,1.7308838152822502e-07
194216174,False,1,118,1.0,6.03630639079488e-07
118554862,False,1,47,1.0,7.533445415472422e-08
84738292,False,3,509,0.5424794641337809,0.0001074366834564963
120291572,False,1,88,1.0,2.2220977092726885e-07
12550390,False,1,44,1.0,2.0257201565323903e-07
13271287,False,1,208,1.0,8.978871432331388e-07
11239668,False,1,197,1.0,3.397267543614212e-07
21627131,False,3,425,0.5256048834628191,7.294357182669252e-05
223445245,False,1,283,1.0,8.309636085139265e-07
130777342,False,1,208,1.0,8.978871432331388e-07
223084798,False,1,247,1.0,2.6243301124497618e-06
218595584,False,1,36,1.0,6.250703574656323e-08
30802182,False,1,29,1.0,1.125096260927165e-08
127631622,False,1,83,1.0,9.431521371358207e-09
209813767,False,1,98,1.0,9.722636412040523e-08
221184268,False,4,281,0.43497712252160653,0.00019969221129892412
216760590,False,2,44,0.8974630021141649,2.6280116962121802e-06
184254741,False,1,7,1.0,0.0
222232854,False,1,344,1.0,7.701120776973185e-09
230719767,False,1,5,1.0,1.670506140909018e-07
9306391,False,2,297,0.7204477204477204,0.0005636645836309874
224952602,False,1,120,1.0,9.332910463892735e-08
207061281,False,8,941,0.32754199923123883,0.0007816520678572554
115474722,False,2,108,0.4982692973347179,0.00013863621877553822
208011554,False,2,359,0.5891909556340549,5.7036395682746e-05
41124132,False,7,245,0.326463700234192,0.0009792814125500334
200245538,False,1,392,1.0,4.913349499663383e-06
201687334,False,1,344,1.0,7.701120776973185e-09
11436326,False,5,532,0.2876541636577319,0.004635927629284246
182747433,False,1,25,1.0,6.2046708920387135e-09
184713517,False,1,47,1.0,5.327108445210046e-07
57180462,False,1,23,1.0,1.8422542973363616e-07
185565488,False,1,213,1.0,2.174486193289473e-07
227442993,False,10,708,0.2443642669351681,0.0029123549113423
204112184,False,1,44,1.0,2.0257201565323903e-07
51511612,False,1,71,1.0,8.678901804291588e-07
10355005,False,2,155,0.5700041893590281,5.769327209964737e-05
210272574,False,1,85,1.0,1.5844957106949985e-07
210010440,False,1,36,1.0,1.496196319749486e-08
198017355,False,1,55,1.0,2.863541626361809e-08
185368908,False,1,441,1.0,3.8029963227395383e-07
221675855,False,1,344,1.0,7.701120776973185e-09
185532751,False,4,925,0.3331274131274131,0.0015551092879839197
226132305,False,1,344,1.0,7.701120776973185e-09
218988882,False,1,71,1.0,1.6200545020533825e-07
226034003,False,1,42,1.0,2.53351712276669e-07
9961811,False,1,392,1.0,4.913349499663383e-06
1966421,False,3,189,0.5749746707193516,0.0003815054219192297
216269148,False,5,478,0.28635211354087176,0.001181354273964597
9699678,False,1,247,1.0,2.6243301124497618e-06
6259039,False,3,267,0.636366196389851,0.0006065320984479396
226853216,False,3,218,0.5543905635648755,5.91440552264539e-05
9470306,False,4,214,0.32920889824930893,0.0003815980598180708
206274915,False,1,134,1.0,1.0109992252451689e-07
231276901,False,2,541,0.5438488395974532,0.000149802790504063
50233702,False,3,131,0.48349970640046974,0.00020677560523684922
36667752,False,1,47,1.0,0.0
227770731,False,1,198,1.0,2.096279168268282e-07
134218092,False,1,52,1.0,5.47765678555583e-08
227377517,False,1,50,1.0,3.466208150705184e-08
191725940,False,1,88,1.0,1.1410650390777556e-09
6390134,False,2,210,0.9811802232854865,3.1466867492327064e-05
41156992,False,1,47,1.0,0.0
226460033,False,1,120,1.0,9.332910463892735e-08
211190144,False,1,399,1.0,1.1754861399431947e-06
176128392,True,1,245,1.0,2.1669824444535104e-06
185532810,False,1,69,1.0,2.0658582772962222e-07
201326996,False,2,363,0.9006438062188941,0.000340645998921816
7602583,False,3,509,0.5424794641337809,0.0001074366834564963
188547480,False,1,10,1.0,9.703996043156705e-08
191463834,False,1,134,1.0,1.0109992252451689e-07
232653214,False,1,304,1.0,1.2654128856304858e-06
55935392,False,1,238,1.0,1.7308838152822502e-07
219447713,False,1,441,1.0,3.8029963227395383e-07
91685282,False,2,78,0.5058275058275058,5.308442376694196e-05
219316647,False,1,137,1.0,1.8513206057476204e-07
216727980,False,1,93,1.0,2.000458828441604e-06
223904173,False,1,19,1.0,1.7185763374990164e-08
146112942,False,2,560,0.6863723485816509,5.172938673501053e-05
187335086,False,1,238,1.0,1.7308838152822502e-07
98140592,False,1,16,1.0,0.0
6619576,False,1,238,1.0,1.7308838152822502e-07
220430777,False,1,13,1.0,0.0
4817345,False,2,96,0.7859649122807018,3.522954089157552e-05
223183301,False,2,241,0.938865836791148,0.00010777633593481427
200540616,False,1,159,1.0,2.0247282602394149e-07
187335114,False,1,134,1.0,1.0109992252451689e-07
153813452,False,1,166,1.0,4.2869668408467636e-07
227082708,False,1,21,1.0,3.601668488231999e-08
128254422,False,1,138,1.0,5.318591769487996e-08
201163223,False,1,114,1.0,4.53380807050311e-07
223445463,False,1,283,1.0,8.309636085139265e-07
69829082,False,1,197,1.0,3.397267543614212e-07
214761951,True,3,312,0.4897765685547036,0.0001699832619608145
183304672,False,1,111,1.0,1.239843368010586e-06
208732641,False,1,17,1.0,4.384423080875844e-08
43024872,False,1,180,1.0,6.820626051873344e-07
217907689,False,1,137,1.0,1.8513206057476204e-07
225411560,False,1,46,1.0,9.89470353979386e-08
56361452,False,1,204,1.0,2.684527667340276e-07
182452719,False,1,166,1.0,4.2869668408467636e-07
189530610,False,1,71,1.0,5.482705682418127e-08
219054579,False,1,344,1.0,7.701120776973185e-09
214237688,False,1,100,1.0,4.4297875921342087e-07
6554104,False,1,42,1.0,2.53351712276669e-07
197689858,False,1,213,1.0,2.174486193289473e-07
16318981,False,1,123,1.0,2.604979434077157e-07
231735814,False,1,114,1.0,4.53380807050311e-07
201032199,False,1,88,1.0,1.1410650390777556e-09
92701202,False,1,344,1.0,7.701120776973185e-09
57803282,False,2,268,0.6178377774051093,0.000199687883074489
227672599,False,2,11,0.6181818181818182,4.168797176316045e-05
182682136,False,3,353,0.4824394797836724,0.00030437997041660576
64455192,False,4,875,0.36417652827721475,0.0012434583541236356
176357922,False,1,247,1.0,2.6243301124497618e-06
13992486,False,1,76,1.0,8.821219168681352e-08
115180072,False,2,80,0.7734177215189874,9.947174349037819e-05
10322475,False,1,69,1.0,2.0187703855212594e-07
186712622,False,2,88,0.792319749216301,3.557579740659526e-05
107414072,False,1,49,1.0,0.0
198148666,False,1,134,1.0,1.0109992252451689e-07
13369916,False,1,2,1.0,0.0
219480643,False,1,118,1.0,6.03630639079488e-07
198312515,False,1,213,1.0,2.174486193289473e-07
227541573,False,1,65,1.0,4.112699925341087e-08
185139782,False,2,374,0.5248240168599734,0.00011980633341576429
143753802,False,1,159,1.0,2.662913970951173e-07
226361931,False,1,135,1.0,4.330881397314132e-07
209551949,False,3,132,0.42320148045338885,0.00028007295018762224
134971982,False,3,84,0.5935169248422261,0.0001034991123598774
18711121,False,2,463,0.9114283844305443,9.46011437077197e-05
189137497,False,1,29,1.0,1.8759363888185023e-08
186974810,False,1,126,1.0,1.1040005094166875e-07
22315611,False,3,343,0.44954222290419926,0.00012690699249836204
14025311,False,1,138,1.0,5.318591769487996e-08
208372328,False,4,424,0.4237588652482269,0.0017538442287053913
194970227,False,1,33,1.0,2.023907170198594e-07
86311542,False,1,120,1.0,8.610374046385755e-07
121602682,False,1,147,1.0,1.3899237753886615e-06
235111035,False,1,111,1.0,1.239843368010586e-06
4686468,False,7,1115,0.22870921254961316,0.0023106633824224987
94438022,False,1,80,1.0,2.228087312559446e-07
110822022,False,1,50,1.0,3.863097568836702e-10
60195472,False,11,1120,0.2555933231201328,0.0036239818577125573
128352912,False,1,247,1.0,2.6243301124497618e-06
9896597,False,1,304,1.0,1.2654128856304858e-06
239207065,False,1,7,1.0,3.560091130095989e-10
6947486,False,1,76,1.0,8.821219168681352e-08
128025252,False,1,41,1.0,2.1231852142382146e-08
132612772,False,1,134,1.0,1.0109992252451689e-07
184418986,False,1,88,1.0,2.0383304248256924e-09
215679664,False,1,85,1.0,1.5844957106949985e-07
212632243,False,1,197,1.0,3.397267543614212e-07
81756852,False,1,118,1.0,7.758233949537011e-07
222298805,False,1,21,1.0,5.460284149668209e-08
149979832,False,3,359,0.4294206439364467,0.00021390721266438794
26444472,False,4,185,0.46480611045828435,0.0002909041757062506
183370428,False,1,88,1.0,2.0383304248256924e-09
216629948,False,1,15,1.0,1.578135645560671e-08
172393152,False,1,233,1.0,1.4134407037380135e-06
13533889,False,2,224,0.7953635490070468,0.00021948246943720128
231113414,False,2,223,0.5196137841877753,9.476162012606242e-05
7242438,False,3,82,0.5844625112917796,0.0015224677131337504
58950342,False,2,506,0.6720306813290025,0.00037640665515931816
196838090,False,3,343,0.5621025352496889,0.0003413542810958812
212468432,False,1,441,1.0,3.8029963227395383e-07
75170512,False,1,100,1.0,4.4297875921342087e-07
6030033,False,1,14,1.0,5.00427664532693e-08
227279572,False,1,114,1.0,4.53380807050311e-07
120292052,False,2,118,0.813993915688831,4.2996585309564243e-05
206340821,False,1,238,1.0,1.7308838152822502e-07
220758743,False,1,123,1.0,2.604979434077157e-07
234652375,False,1,115,1.0,9.536669391198304e-07
197231332,False,1,6,1.0,0.0
28803812,False,2,28,1.0,8.690365993270427e-08
5014248,False,2,233,0.5359997040106557,0.00046174178055598036
124912362,False,2,203,0.5154855387016534,0.00039772242092313027
199000818,False,1,204,1.0,2.684527667340276e-07
214369011,False,1,159,1.0,2.0247282602394149e-07
13501170,False,1,399,1.0,1.1754861399431947e-06
208569078,False,1,304,1.0,1.2654128856304858e-06
233571062,False,1,118,1.0,7.758233949537011e-07
206963449,False,1,134,1.0,1.0109992252451689e-07
10781436,False,2,353,0.6595576873551378,4.354646336745118e-05
146670332,False,1,159,1.0,2.0247282602394149e-07
196215550,False,2,94,0.6524822695035462,2.010621202808132e-05
208175881,False,3,660,0.38756610107141215,0.0003907492461366001
208569099,False,7,1020,0.3445438626873713,0.0005268796187024009
152011532,True,3,692,0.5353805743539981,0.0001330373511845393
239371029,False,1,344,1.0,7.701120776973185e-09
213222177,False,1,344,1.0,7.701120776973185e-09
203457314,False,4,955,0.3942265687598099,0.001972101068381629
184714020,False,2,107,0.7055193087638865,0.00023856030111606383
210699050,False,1,9,1.0,9.877426029587212e-10
193430316,False,1,98,1.0,2.7857227346667638e-08
196543277,False,3,310,0.6761039774506733,0.0012926241337724144
10552109,False,1,31,1.0,2.3127126543285503e-08
210338613,False,1,159,1.0,2.662913970951173e-07
3900214,False,2,212,0.5405973352409907,0.0004953784598006121
188416822,False,2,177,0.8208782742681048,9.987443091426094e-05
232260405,False,1,29,1.0,6.189169412483366e-08
203719480,False,1,176,1.0,7.624422879061036e-07
156336952,False,1,19,1.0,6.26037000107388e-08
33162042,False,1,88,1.0,2.2220977092726885e-07
132809532,False,5,346,0.4163692720113931,0.00020184181172928003
222364477,False,1,9,1.0,4.157700419804764e-09
105743172,False,1,13,1.0,0.0
17826631,False,2,59,0.6884862653419053,3.894496710575617e-05
214401868,False,1,137,1.0,1.8513206057476204e-07
198017878,False,4,364,0.3710380528562347,0.0003494044628036654
206865240,False,1,223,1.0,1.2734439589462757e-06
211256153,False,1,77,1.0,1.1764960781795793e-08
183993178,False,1,39,1.0,2.807920644279277e-09
203293533,False,1,88,1.0,1.1410650390777556e-09
19366751,False,5,680,0.3291345404141038,0.0009202551556638851
183763810,False,1,2,1.0,0.0
227869544,False,2,411,0.9446798409589935,9.397914232706298e-05
228754283,False,1,18,1.0,6.20934727424312e-08
76743532,True,8,942,0.3474846066546182,0.0006876223335511637
188253037,False,1,197,1.0,3.397267543614212e-07
192217977,False,1,167,1.0,1.6638550968543763e-06
15369081,False,1,72,1.0,7.09101657386247e-08
197526397,False,1,98,1.0,2.7857227346667638e-08
204211075,False,4,876,0.43208871493803,0.00020715553091232774
92701572,False,2,218,0.5618314801505094,5.195901364323877e-05
217449348,False,3,352,0.4751359751359751,0.00019337422759568553
153322372,True,1,48,1.0,4.0281873691152574e-07
210469769,False,1,23,1.0,4.334185461515131e-08
189596556,False,2,312,0.8508945502514634,3.5195738535892805e-05
231113614,False,1,120,1.0,9.332910463892735e-08
4096912,False,1,159,1.0,2.662913970951173e-07
29655952,False,1,54,1.0,1.911696174205931e-09
13337490,False,1,25,1.0,1.8206799989608088e-07
214729620,True,5,714,0.3887310885083346,0.0001910790200093329
2491285,False,2,75,0.6162162162162163,2.509273504771514e-05
197657497,False,1,1,0.0,0.0
209224603,False,1,138,1.0,5.318591769487996e-08
12419997,False,1,12,1.0,2.4919867991043985e-08
8848287,False,1,304,1.0,1.2654128856304858e-06
111674272,False,1,67,1.0,4.178572746028391e-07
4883361,False,3,646,0.41910864713082296,0.0003563370908686518
200868770,False,1,180,1.0,6.820626051873344e-07
128418722,False,1,109,1.0,8.341877543520081e-07
13140896,False,1,46,1.0,9.89470353979386e-08
232588197,False,2,149,0.5640304734264466,0.00014407060995439542
192119719,False,1,126,1.0,4.079815883611886e-07
203391918,False,1,123,1.0,2.604979434077157e-07
215712691,False,1,71,1.0,5.482705682418127e-08
192480181,False,1,167,1.0,1.6638550968543763e-06
184714168,False,1,38,1.0,2.8400221264931865e-07
9995194,False,1,251,1.0,1.0579001434049727e-06
45253562,False,1,159,1.0,2.0247282602394149e-07
8356796,False,1,29,1.0,1.8759363888185023e-08
199787452,False,1,14,1.0,0.0
203719616,False,1,441,1.0,3.8029963227395383e-07
12911557,False,1,115,1.0,9.536669391198304e-07
151552972,False,2,83,0.7190714075815456,0.00016355196326944937
207487949,False,5,709,0.3803040807056967,0.0018091739321907585
207586256,False,1,143,1.0,4.861599936012189e-07
203785169,False,1,111,1.0,1.239843368010586e-06
74318802,False,1,159,1.0,2.662913970951173e-07
225412049,True,7,773,0.3819618068356246,0.0002679351651437477
216892372,True,4,779,0.3819873214291607,0.0014906539909144978
190317525,False,1,67,1.0,1.784626340044473e-07
193758164,False,1,392,1.0,4.913349499663383e-06
134546392,False,1,143,1.0,4.861599936012189e-07
209224665,False,12,1520,0.20305516094383425,0.004275087622832386
52855772,False,1,251,1.0,1.0579001434049727e-06
222495708,False,2,499,0.7287184811389847,3.516532206840618e-05
220496862,False,1,159,1.0,2.662913970951173e-07
32768992,False,1,137,1.0,1.8513206057476204e-07
64553952,False,1,50,1.0,1.6211426570102005e-09
198018019,False,1,37,1.0,1.3165474405487412e-08
217220069,False,2,442,0.8136074942797632,0.00011213707033295287
136643562,False,1,441,1.0,3.8029963227395383e-07
187499500,False,1,42,1.0,2.53351712276669e-07
12125165,False,1,392,1.0,4.913349499663383e-06
206734319,False,1,180,1.0,6.820626051873344e-07
157778932,False,1,344,1.0,7.701120776973185e-09
139428852,False,2,294,0.6551972324766084,0.0001191193418458946
57508852,False,1,12,1.0,5.7369993902372415e-09
154764282,False,1,28,1.0,2.1442373893356109e-07
58295292,False,1,89,1.0,1.6109043627318611e-07
26706942,False,1,198,1.0,2.096279168268282e-07
133399552,False,1,304,1.0,1.2654128856304858e-06
208176128,False,2,590,0.592506690454951,0.00014297874491053905
97190912,False,1,49,1.0,0.0
210011139,False,3,279,0.5736314174466878,0.00016667322692150242
155911172,False,1,72,1.0,7.09101657386247e-08
37159942,False,1,49,1.0,0.0
222626824,False,1,344,1.0,7.701120776973185e-09
11863051,False,1,213,1.0,2.174486193289473e-07
221709328,False,1,101,1.0,2.6984194746879034e-07
14189585,False,1,6,1.0,0.0
82445332,False,1,118,1.0,7.758233949537011e-07
150144022,False,1,159,1.0,5.950310280311627e-07
233079831,False,1,344,1.0,7.701120776973185e-09
159056922,False,1,344,1.0,7.701120776973185e-09
216892447,False,1,36,1.0,3.3252813679768276e-08
192545823,False,1,45,1.0,2.919901745367655e-07
42992672,False,1,68,1.0,9.142026984149513e-07
230884383,False,1,27,1.0,0.0
204309536,False,1,18,1.0,1.2043430831576906e-08
3408933,False,1,138,1.0,5.318591769487996e-08
77104172,False,1,13,1.0,2.2074931775460214e-08
184484916,False,2,256,0.9615502450980392,0.0007786441984549998
24446012,False,1,213,1.0,2.174486193289473e-07
161776702,False,1,441,1.0,3.8029963227395383e-07
232031295,False,3,344,0.5020340362058444,0.0005355793047268842
202540096,False,1,147,1.0,1.3899237753886615e-06
50365502,False,1,105,1.0,1.6328281977216625e-07
201819202,False,1,441,1.0,3.8029963227395383e-07
204670018,False,1,223,1.0,1.2734439589462757e-06
13370440,False,1,247,1.0,2.6243301124497618e-06
183534666,False,1,32,1.0,6.718422687307101e-09
3834957,False,2,319,0.5355572642495219,0.00027891427248953794
68682832,False,1,41,1.0,3.8493902355875604e-09
13501523,False,1,111,1.0,1.239843368010586e-06
220005459,False,2,83,0.6350279165442256,6.334676016821699e-05
224461910,False,3,762,0.4777213295118662,0.00031921607676514
236946522,False,1,135,1.0,4.330881397314132e-07
235209824,False,1,180,1.0,3.291197875519316e-06
9340001,False,2,590,0.592506690454951,0.00014297874491053905
208077920,False,2,197,0.6070651610898167,3.170856236610471e-05
211518566,False,1,88,1.0,2.0383304248256924e-09
158368872,False,1,49,1.0,0.0
100238442,False,2,307,0.9807540823061037,4.6468955844543784e-05
185173098,False,2,473,0.5526570394524671,0.00013969625553805052
163021932,False,1,39,1.0,9.212245774534984e-08
209421421,False,1,76,1.0,8.821219168681352e-08
73925742,False,1,21,1.0,1.0192981127401573e-08
223413360,False,1,283,1.0,8.309636085139265e-07
158401652,False,2,308,0.637421210711113,0.0006789956044523144
10093685,False,1,197,1.0,3.397267543614212e-07
205816960,False,1,27,1.0,0.0
125666432,False,2,198,0.7574219350869097,4.5009711478816416e-05
215876742,False,3,745,0.4717651728368334,0.00027606437214772433
9995398,False,1,83,1.0,9.431521371358207e-09
214238344,False,1,80,1.0,2.228087312559446e-07
161055882,False,3,471,0.4882504404390839,0.0002127751630732784
108332172,False,1,208,1.0,8.978871432331388e-07
188613773,False,1,441,1.0,3.8029963227395383e-07
208012431,False,3,481,0.42764206514206515,0.00021160436274424981
189531279,False,1,18,1.0,0.0
7799955,False,2,465,0.5162773451983685,0.00028714243030507293
27231382,False,1,46,1.0,9.89470353979386e-08
203785369,False,1,441,1.0,3.8029963227395383e-07
204309661,False,1,111,1.0,1.239843368010586e-06
234456224,False,1,8,1.0,0.0
96240802,False,3,476,0.737514374170721,0.00011961095802767918
219120803,False,1,58,1.0,1.8756402710687498e-08
49743012,False,1,399,1.0,1.1754861399431947e-06
185107622,False,1,61,1.0,6.23290116209101e-08
220628136,False,1,159,1.0,2.662913970951173e-07
212403372,False,7,532,0.2430298911119607,0.0010290691875194664
195003566,False,1,118,1.0,6.03630639079488e-07
63014072,False,1,152,1.0,5.67681623220601e-08
107513022,False,2,648,0.5956694716354686,0.00020566730347169304
209454272,False,1,47,1.0,5.327108445210046e-07
122193092,False,1,159,1.0,5.950310280311627e-07
227673289,False,1,159,1.0,2.662913970951173e-07
91686092,False,3,214,0.4793997630643675,0.0002975720074248832
39322832,False,1,88,1.0,2.2220977092726885e-07
192120020,False,1,41,1.0,1.0245079473736376e-07
140543192,False,1,6,1.0,0.0
228951259,False,1,98,1.0,9.722636412040523e-08
198837476,False,1,72,1.0,7.09101657386247e-08
209224933,False,1,223,1.0,1.2734439589462757e-06
197133543,False,1,31,1.0,6.989574826682133e-08
218596591,False,1,4,1.0,0.0
195757297,False,2,560,0.6863723485816509,5.172938673501053e-05
47580402,False,1,88,1.0,1.1410650390777556e-09
228001013,False,1,135,1.0,4.330881397314132e-07
60654842,False,1,52,1.0,8.317451087480694e-08
7898365,False,11,167,0.14602121059086645,0.002367612439817739
31229182,False,1,251,1.0,1.0579001434049727e-06
1836291,False,1,20,1.0,6.856719837347408e-09
11633925,False,1,118,1.0,6.03630639079488e-07
183141645,False,2,130,0.6887298747763864,4.4811556690662957e-05
8029459,False,1,120,1.0,9.332910463892735e-08
137430292,False,4,533,0.4274217438530661,0.00027603210967569783
231507220,False,1,204,1.0,2.684527667340276e-07
140903702,False,1,304,1.0,1.2654128856304858e-06
185238811,False,1,251,1.0,1.0579001434049727e-06
11371804,False,2,258,0.9472747564322987,6.500996955103009e-05
24053022,False,1,123,1.0,2.604979434077157e-07
109741342,False,1,392,1.0,4.913349499663383e-06
190055719,False,6,1034,0.33296570990954216,0.0011868029358954254
212403503,False,1,40,1.0,1.212194844012472e-08
237634864,False,1,85,1.0,1.5844957106949985e-07
13600048,False,1,20,1.0,6.856719837347408e-09
10716469,False,3,770,0.43704929660716396,0.0003221423148676587
182846773,False,1,85,1.0,1.5844957106949985e-07
177112382,False,1,247,1.0,2.6243301124497618e-06
48039232,False,1,47,1.0,0.0
187401539,False,1,233,1.0,1.4134407037380135e-06
194544967,False,1,25,1.0,8.446738626517618e-09
6620490,False,2,265,0.6216409376786736,0.0001823700378598671
186320204,False,2,460,0.9226011177417827,0.00014828918164279633
59213132,False,1,134,1.0,1.0109992252451689e-07
210011474,False,3,301,0.6725802879291252,6.549005575475972e-05
224724311,False,1,223,1.0,1.2734439589462757e-06
110855512,False,1,88,1.0,2.2220977092726885e-07
225314138,False,1,7,1.0,0.0
12748125,False,3,143,0.49640500344725697,0.00022839171074503785
204244320,False,6,789,0.465866321823551,0.00016388470947183227
210011489,False,1,98,1.0,2.7857227346667638e-08
213222759,False,1,58,1.0,1.482511376772839e-07
168822122,False,1,138,1.0,5.318591769487996e-08
231834990,False,3,304,0.5126367899947889,0.00045773682114801496
170853742,False,1,39,1.0,2.807920644279277e-09
222102895,False,1,18,1.0,6.20934727424312e-08
183960946,False,1,6,1.0,0.0
212600179,False,1,120,1.0,8.610374046385755e-07
217974131,False,1,50,1.0,3.466208150705184e-08
216139125,False,1,223,1.0,1.2734439589462757e-06
215188854,True,6,770,0.2722679141404759,0.001004339073556398
89916792,False,1,256,1.0,1.3246539331819383e-06
218236284,False,1,247,1.0,2.6243301124497618e-06
9799039,False,1,37,1.0,8.424771223532505e-09
115115392,False,1,71,1.0,5.482705682418127e-08
12518792,False,1,52,1.0,8.317451087480694e-08
234063243,False,1,86,1.0,2.0099253112555995e-07
67798422,False,2,251,0.5292430278884462,9.443826864125271e-05
223708566,False,1,159,1.0,2.662913970951173e-07
81069462,False,4,101,0.4289108910891089,5.612540674822441e-05
212108700,False,1,399,1.0,1.1754861399431947e-06
65668512,False,1,16,1.0,0.0
230884769,False,2,612,0.6377630157354813,5.3631187720627375e-05
189466020,False,1,88,1.0,1.1410650390777556e-09
199558573,False,1,126,1.0,1.1040005094166875e-07
5965232,False,3,168,0.501996007984032,8.818941981399298e-05
12977589,False,5,729,0.28457242346131234,0.0023315774292748015
206603702,False,2,527,0.7276931623869958,0.0021653049206810837
13206970,False,1,392,1.0,4.913349499663383e-06
8979910,False,3,503,0.6873183211488044,0.00014149729894585893
9831878,False,3,626,0.5560690095846645,0.0004771707871892037
224200134,False,1,14,1.0,7.677358622072859e-10
232129997,False,1,72,1.0,7.09101657386247e-08
230131151,False,2,252,0.600613419338519,7.367879974016291e-05
226198994,False,1,58,1.0,1.8756402710687498e-08
139462102,False,1,50,1.0,3.863097568836702e-10
211551704,False,1,283,1.0,8.309636085139265e-07
152077792,False,2,360,0.6974620860414732,5.4593205664135025e-05
201459169,False,2,311,0.9589876568820662,7.189063906213995e-05
225904099,True,1,245,1.0,2.1669824444535104e-06
203818470,False,2,328,0.5455172670992765,0.0007269346400032981
183109097,False,4,635,0.5647681263816786,0.0005366917984458736
111183342,False,1,77,1.0,1.1764960781795793e-08
181831152,False,1,98,1.0,2.7857227346667638e-08
58983922,False,7,490,0.46579024247735906,0.0003920100580221296
196019702,False,1,105,1.0,1.6328281977216625e-07
216466935,False,1,283,1.0,8.309636085139265e-07
176391672,False,1,33,1.0,3.067151149769496e-07
211650042,False,1,100,1.0,4.4297875921342087e-07
